time,LLC-prefetches,LLC-prefetch-misses,instructions
1.000098954,9155889,1376979,3931848931
2.00026971,43775403,4904477,8138083267
3.000400883,22913848,3504474,4808538349
4.000589232,16130,13109,5320123
5.000748115,25980383,5744255,5760603727
6.000883215,16116102,2759154,4268879838
7.001020455,15365356,2730752,4657489393
8.001158935,10564077,1510896,4949561978
9.001312497,15523556,2321262,4213967127
10.001461633,9560804,2321282,3045962520
11.001653898,12606271,3857523,3905798285
12.001793948,12332651,2647235,3630322514
13.001933,8830,3767,1782733
14.002067404,5206,2213,1666812
15.002204067,5206,2309,1655139
16.002334499,31445,15052,10557962
17.002469068,11350997,1531452,1680521225
18.002609728,198854,83121,58548637
19.002751135,6941224,1303024,1109130667
20.002910057,9751820,2448059,1413741992
21.003066663,1118995,602605,253370214
22.003207608,211464,93654,77036774
23.008392563,232253,81052,97773770
24.008539749,80601,44217,59365310
25.008685846,219264,92385,74808103
26.008834671,287733,98592,86685878
27.00898524,318855,100037,97687337
28.009151128,387581,225513,237717760
29.009292125,98990,41744,24316604
30.009439043,205032,90618,58869789
31.009592103,168605,90930,59620946
32.009733614,166396,85959,58382806
33.009859951,152847,76666,58473966
34.009995926,203154,87957,59015363
35.010141538,205105,88206,62762943
36.010286411,185199,91490,70126712
37.010425531,149821,76394,58628116
38.010558209,146890,72005,65806579
39.010702694,206713,86789,77341566
40.010834571,217840,86303,57779705
41.010966599,206010,85204,59318871
42.011104266,122912,64840,57987527
43.01124494,125454,69303,58027231
44.011404316,412264,137628,134144080
45.011545141,376783,126612,137321675
46.011688859,121537,66986,57963994
47.011816962,188921,89430,57895172
48.011953335,287210,158206,77587527
49.012096458,203518,88417,58696014
50.012227491,251138,93499,73344039
51.012361717,212549,90201,66209116
52.012505146,194665,85469,57506727
53.012648232,11935,4077,6899767
54.012783716,224212,104440,66885774
55.012916352,196909,83356,59236828
56.013045417,204128,87383,59190396
57.013192518,203595,89080,59804519
58.013332421,203723,89456,58683146
59.013473717,246216,97985,77962967
60.013632547,160109,74615,59174988
61.013758727,215345,88897,66971502
62.013890175,294152,97231,77786559
63.014008931,205343,85339,58867720
64.014133871,152456,71492,60188208
65.014270165,129879,72570,58506138
66.01441333,137598,73986,62550843
67.014556737,211805,98151,83783551
68.014700023,343237,147901,175575685
69.014843692,197328,85819,58433059
70.014967866,202164,95494,60143324
71.757793785,212482,94900,62334721
72.757978291,198124,84057,56592794
73.758113215,192265,84079,57762772
74.758266633,189721,86638,57737452
75.758406696,151535,73763,76662069
76.758534197,202518,88996,64231564
77.75867968,1323600,193745,276903253
78.758833581,199977,85009,57595171
79.758971998,563141,129182,141530567
80.759099133,157082,60701,79066442
81.759227751,191746,84827,57561722
82.759363613,1285420,175531,304169760
83.759488788,196020,85612,63757422
84.759618887,144679,73913,64865410
85.759750533,190954,92426,57070297
86.759885216,216438,126937,76618209
87.760023118,292799,105567,97702736
88.760161531,106160,55337,58341084
89.760299053,379119,111162,108166579
90.760435726,188281,85847,56020575
91.760563207,202227,86350,57736772
92.760701203,702427,158554,157264250
93.760844352,186162,84252,56394458
94.760980213,163664,82471,55928871
95.761110023,181555,78025,56033221
97.161475439,189795,35551,60536178
98.161624993,194668,81407,55651300
99.161771604,198931,83353,57648835
100.161903628,270804,95234,85423548
101.162034437,242557,93357,72035140
102.162181257,179532,86978,56623393
103.162310062,239774,96437,65502592
104.162437098,224573,90100,75593922
105.162575509,189705,81599,55712671
106.162698615,199309,119267,70296001
107.162825442,105316,55428,57737422
108.16296182,152701,78467,56531878
109.163093338,155073,77188,56385388
110.163221565,137616,61161,68720971
111.163353173,185634,84965,55233972
112.163488868,192933,79229,56143661
113.163634937,190601,78579,55203384
114.163770739,199140,88810,61336567
115.163920194,198464,84656,63979797
116.164055395,236546,95946,75587564
117.977878693,358560,160269,110189836
118.978008138,187854,83634,55112342
119.978146149,188629,83363,55134485
120.978279053,548649,124367,132204636
121.978410348,186004,82660,54929169
122.97853526,193999,88103,60071797
123.978666216,75209,10560,22031797
124.97879143,1724364,268414,338324390
125.978921746,259131,115607,74064077
126.979053659,200485,90103,55108413
127.979177298,179859,84043,74419578
128.9793154,1671218,229422,335088281
129.979452483,130858,64562,54837920
130.979584712,95644,54554,54479428
131.979719889,193811,87633,59154150
132.979853543,231374,89063,74988365
133.979991995,199349,89685,60167468
134.980125829,147825,72871,54778703
135.980259488,261136,98750,84133242
136.980395234,103530,52941,54308669
137.980522154,181830,85316,57025501
138.980658875,195369,85438,59783966
139.980793446,148899,74816,54157327
140.980889925,182912,77271,54671021
141.981011493,270543,127712,69548872
142.9811294,211339,85611,56128363
143.981250095,187480,83045,54628626
144.981400257,187349,84550,54666921
145.981523695,201000,89667,65378294
146.981647518,132427,72200,54199863
147.981791371,190886,93024,55193718
148.98191612,186135,82429,54158713
149.98204257,184991,85136,54999970
150.982168909,175305,80519,54159022
151.982296811,180839,83575,54146713
152.982423782,130173,61462,54156924
153.982549977,184384,81620,54659435
154.982681139,189980,83713,54177830
155.982808777,201647,84587,55441802
156.982935222,212961,83648,62508079
157.983057445,217848,94741,69330476
158.983180972,41011,22529,11924794
159.983303291,295947,128886,104168094
160.983421255,193576,86492,56648905
161.983573951,179754,81571,54054409
162.983698051,163559,76476,54519684
163.983822348,285724,93919,83432157
164.983958873,204579,85951,62000767
165.984082264,187428,83182,54554596
166.984207202,150211,74909,59928624
167.984349617,139311,64892,54435231
168.984476835,659762,195849,168028215
169.984608061,201918,82734,54750890
170.98474141,181507,85858,53962222
171.984888549,180606,86354,53944246
172.985025846,408371,123215,135243925
173.985148834,185943,82315,54863280
174.985273588,181787,81941,54294248
175.985399159,182574,83197,54268978
176.985532128,251792,126925,69276544
177.985662282,301549,102256,91707006
178.985793134,182013,82106,54237473
179.985919689,187503,85549,54588390
180.986046563,189752,85912,56670300
181.986170404,1657824,175747,312930862
182.986297707,185471,80322,56924681
183.986437197,525239,107527,149399663
184.986586345,228347,97950,79334033
185.986716732,132487,65119,53561400
186.986850408,172249,81397,53939853
187.986988018,718744,119709,178826813
188.987121564,201908,81909,58740250
189.98724719,164175,82737,53203318
190.987377507,198261,81774,54418288
191.987511991,172680,84251,53311423
192.987641473,272124,130660,67380346
193.987772909,178478,79379,54628447
194.987904309,120099,49722,34184424
195.988034409,65990,26346,19627822
196.988163953,242725,111427,70202121
198.364011962,371492,161948,107645269
199.364152859,100591,50160,54107535
200.36428725,197597,80590,55162222
