time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
1.000098804,100729585,8520378,59104951,3889009868
2.000264003,235945679,35501402,106170657,7800337250
3.000445089,124893181,19430126,45488197,4954676234
4.000640463,13997492,914927,8676019,378611787
5.000837447,108431955,18089623,43042639,4388777512
6.001028627,142703958,17098451,70796773,5235561620
7.0011822,152126618,14252819,82415232,4538840806
8.001326979,90676601,13192978,11871245,5180128193
9.00147013,172503859,15403194,94047291,4387978275
10.001630691,88223282,7631599,49069111,2888517077
11.001769012,96380667,10794293,49917709,4234457864
12.001948453,95348924,9212930,49081360,3452324508
13.002114157,167343,6756,108240,1780836
14.002282241,187522,7434,108545,1655544
15.002420322,167228,6560,107670,1661838
16.002601705,5781762,1198830,1802737,224413522
17.002784827,36734454,9331674,7901714,1456969421
18.002952412,1502243,131935,853213,58614045
19.003112135,31050001,7874136,7392082,1128640427
20.009211274,45781031,12094554,8502063,1573864338
21.009368248,1998624,213089,960248,75151973
22.009525355,2086801,225164,986915,76484215
23.009679328,2666104,310002,1372572,98182357
24.00983474,1764095,164076,850251,57620401
25.009979134,1962279,203794,953608,76132838
26.010124334,2275923,271617,917811,87127542
27.01029054,2391422,296187,1052521,97464822
28.010444806,1775641,174771,858008,65459971
29.010602204,3122880,377506,1528193,123923014
30.010756731,2104027,155247,1151009,62157788
31.010908433,1715730,147181,881484,58381230
32.011078627,1826617,136809,942895,58349953
33.011235112,1657759,141651,924212,58939378
34.011407372,775751,79584,370922,34678941
35.011557948,1143007,84398,629269,28446804
36.011709457,1864042,168701,909607,66407033
37.011850913,1821076,137999,933576,58078439
38.011989723,1889247,142584,1010177,59329138
39.012144038,1964886,183476,976812,67952266
40.01228322,1816987,135980,979375,57889404
41.012424515,1718430,144882,971372,59577589
42.012574676,1905925,161237,1002015,58761728
43.012724807,1955383,175676,970269,58227298
44.012868377,4088040,551516,1397741,137692551
45.013039645,2748422,315525,1190623,96519744
46.643294583,4024887,389660,1958527,137623647
47.643458541,984541,110594,461529,45195549
48.643609824,937677,56638,531011,15212148
49.643761087,1707262,153155,942387,62036976
50.6439127,2733375,321674,1348064,93746147
51.644063727,1895898,166864,1001954,66615403
52.644213275,1905613,170140,962774,62945304
