time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
1.000104573,111165261,9478278,65333331,4222198444
2.000288843,240644393,38672733,107132455,8441150476
3.000460423,107830052,14498556,42861475,4208947584
4.000632,5082444,472900,3269614,205187277
5.000781144,134728379,22739023,51975561,5528599984
6.000926467,159847133,14484101,89026635,4453945529
7.001082926,151142770,23751982,63507066,6145147998
8.001232515,125853354,16128652,29581620,5538079815
9.001374996,159931273,13740197,91312604,3884197314
10.001516634,83282264,9294321,41729595,3546824298
11.001648919,82578076,9027541,43531430,3740634305
12.00182726,62220490,5878099,32267240,2055399371
13.001991566,169290,6960,109651,1786508
14.002132497,166357,6706,108509,1669508
15.002268321,165824,6727,108453,1669674
16.002429294,45326949,11086706,10189224,1613798110
17.002601722,29944323,6690250,4666135,1086779781
18.008319272,18632163,6904284,5484453,1049839687
19.008475179,2457889,275190,722322,73604718
20.008638396,1898958,179717,929324,65624306
21.008794149,173918,16979,78613,3092724
22.0089408,2993061,427575,1244876,137926540
23.009095601,2702939,319550,1216360,99220099
24.00924739,1658628,149954,798260,57035415
25.009399516,1686647,147288,851534,56829303
26.009551165,2234685,263072,1001178,89390001
27.00970165,2360345,287100,1038346,100785177
28.009838836,2105543,197517,1132762,83922986
29.009999028,2660484,262306,1255148,84389622
30.016307327,1983152,159485,1054324,58673125
31.016468343,1921051,158175,976316,58687445
32.016633982,3049166,367512,1511108,156683905
33.016780217,2088034,176929,1018099,63521921
34.016925443,1911161,162522,988629,61805127
35.017081814,2273947,206265,952973,67436753
36.017230469,1929693,160697,1000305,64452561
37.017370959,1732372,142506,973931,63175859
38.017514489,2126378,194114,1018931,68424824
39.017669192,2140350,199061,817028,58979257
40.017816887,1947049,165852,942220,59250428
41.017982566,73219,4513,36563,1114742
42.018137952,1952911,162849,982986,57922698
43.018288739,1673128,138800,945440,58239152
44.018432072,4057883,575823,1628969,151669623
45.02106349,3061859,379648,1244339,120544702
46.021217246,1644653,135529,941465,58258465
47.021359602,2413511,188884,1214942,67981081
48.021502411,2346055,222047,956051,66256267
49.021648529,2171534,169410,1143370,59074623
50.021795378,2309329,222609,1161900,78977974
51.021930173,1804220,149056,1009162,58761314
52.022065164,2617411,284808,1312160,260862730
53.022201099,1891107,148462,1081832,60482387
54.022338276,1738416,142411,986021,58738039
55.022479543,1906311,153526,990966,59253503
56.022642833,1745916,146235,998655,59208672
57.022776419,2039058,164430,1075369,58826361
58.022939214,2138653,207228,1105092,75199248
59.023078751,1801105,151098,982037,58688629
60.023214671,1817868,159495,1011638,66816516
61.023359752,2277030,224598,1033373,78762838
62.023506853,1727068,144133,984787,63488769
63.02364797,2192373,226464,1088310,83658429
64.023783828,1689748,141637,948439,58542466
65.023934176,1071548,114971,560333,52543106
66.024086609,644686,30388,389838,8654508
67.024218055,2049672,170917,1078585,57950355
68.024363751,1880749,151555,993059,58514731
69.024511847,1834711,152059,968866,58033420
70.024652349,1724209,149955,957443,60930727
71.024805186,1645131,138707,933442,58426737
72.024959539,3006022,369482,1351218,143773671
73.025102132,1749711,140249,1005662,58958869
74.025254248,2038332,174295,1032697,59117416
75.025405676,7186416,1245044,2127466,303381726
76.025546693,3010567,424462,1207257,127184171
77.025701229,2147224,231076,1064196,88301424
78.025848866,1575594,135740,882932,57555826
79.025982603,1789254,173437,941377,69703423
80.026129282,6129967,1062081,2050855,299341573
81.026302156,1640871,150760,881783,63307313
82.0264382,1603948,146825,795541,58163596
83.026570351,1499270,134860,825948,57556579
84.026735194,1986556,236749,949088,92316811
85.026870418,1578943,154237,842625,66322517
86.027002966,2219355,296255,992537,104024549
87.027153903,1519983,143995,819395,62158912
88.027288423,1666154,148457,836344,56557318
89.02742725,1801179,160187,901202,57149253
90.027575589,4165731,591162,1394294,149889948
91.027745395,2041210,233954,1059934,128416838
92.027891138,1776360,150523,909043,57005646
93.028035275,2569726,304349,1102948,94141257
94.028175129,1527717,140345,832830,58339540
95.028308674,1448527,132523,789004,56057070
96.02844314,1435788,131581,789231,56176815
97.028585419,350634,37450,181747,18997407
98.028765653,1124874,96097,624832,38532027
99.028967787,43003285,3845558,22063803,1306002829
100.029168181,158923,7410,94940,1979873
101.029333655,131607,5967,78751,1361876
102.029508256,156070,7090,93549,1956736
103.029692804,130794,5878,78302,1345223
104.029859668,131169,6123,78512,1338624
105.030009042,131626,6235,78573,1329230
106.030155919,132200,6356,78680,1347675
107.030353867,131071,6265,78512,1326464
108.030538281,3883983,462981,1951296,186491149
109.030738485,1117168,117144,578651,52903385
110.030906468,1137050,118814,581743,52752642
111.031051363,1124603,117792,582026,52721260
112.031203713,1120993,117448,582584,52706281
113.031378971,67880,3902,37817,881443
114.031582106,1242670,121928,665384,54076836
115.031745236,1283863,123244,689804,54417688
116.031906861,1375829,140324,718842,62731810
117.032051179,1287735,124350,694343,54464800
118.032234136,1320496,126517,713315,54765494
119.032427543,1710695,192977,846440,78589528
119.575590042,22963544,1631133,13110788,497743918
