time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
1.000099474,99249151,8638960,57199525,3863230964
2.000270811,240340808,30144690,108967169,7193098593
3.000438159,136398812,21154680,50888450,5230889648
4.000632423,13088316,867604,8017753,373645033
5.000810531,86207630,13578783,33135313,3302258397
6.000966248,141027931,19092645,60646231,5239439008
7.001132139,153507186,12634631,86085940,3952083986
8.001282677,67789852,8662316,29571363,4759525870
9.001433655,185454180,20591263,65253351,5429317911
10.001581724,112356494,9027670,65399638,3029878744
11.001720415,74433316,8431020,35878537,3659559325
12.001872625,77497093,6666212,42769367,2689998318
13.002019455,178349,8006,113984,1964352
14.002164078,167031,6561,109176,1681439
15.002308227,166894,6632,109063,1684861
16.002459718,6540092,1365697,2134890,282157509
17.002632644,43302988,11402386,9202387,1707150298
18.002800979,3911251,630522,1536659,205552313
19.002958996,31579543,8147724,7124621,1138055795
20.00312122,41910239,11287010,7608338,1553405328
21.003274381,1933940,180921,1016942,60234042
22.003431037,3289938,464377,1568521,186667416
23.003580801,1880895,161974,988436,58426789
24.003732264,1643298,164257,893137,69382019
25.003884094,1802165,165429,937807,57410509
26.004036023,2119127,222675,1036939,73091802
27.004189275,1751236,162840,919026,57330604
28.004338184,2436615,214799,1259704,76273555
29.00447749,5515458,898352,1955573,246115832
30.004638599,1888142,167590,982520,59719427
31.004814606,11135520,1302665,3093910,252815464
32.004980698,6274967,1099943,2183802,258280069
33.00510783,2571645,299015,1221973,101383517
34.005248383,618370,82822,280145,30804318
35.005405038,1290522,103514,769243,37662454
36.00556907,2111048,175079,1098746,58984412
37.005731342,1956074,163944,1037055,58711282
38.005879721,2062252,185367,987617,63063356
39.006027626,1933362,166229,1019126,59718174
40.006175363,2105894,187030,1113244,66723679
41.006317737,1934339,168820,1030794,59848700
42.006475343,2722513,341443,1394383,128999647
43.006630517,2180903,178142,1211837,60183463
44.006783573,1647640,149055,949770,58222762
45.006947847,2363533,290201,1152930,96568114
46.00709645,2031703,216465,1055464,81796395
47.007264481,1639391,149111,947270,58276091
48.007428447,1934864,170895,1037887,58378084
49.007582435,2138222,205963,1106520,70684806
50.007730934,3811957,581398,1529547,159342982
51.007846052,2257102,230061,1111308,74198252
52.007996175,1702453,155747,942464,58547062
53.008151093,1828111,177554,965947,66925510
54.008302678,1708421,159011,904150,57439418
55.008456395,1850300,164139,934113,57958728
56.008613572,1652777,156521,929869,61470193
57.008783311,1743609,157205,956701,57430254
58.008888152,1647155,151331,903894,57398779
59.009040021,993140,116103,496736,47844215
60.009186579,742578,41086,463265,10564431
61.009338341,1846187,176475,1038207,66276837
62.009506848,2148577,241389,1201107,73743965
63.009663421,1979949,159401,1181034,62084808
64.009818745,2022976,174124,1076845,59120037
65.009983722,2148494,219982,1097761,74522141
66.010167842,1857710,160975,1015358,58930575
67.010319645,1971585,168580,1033967,59099087
68.010471519,2342115,237593,1136112,81107387
69.010615829,2223837,226075,1074275,80838484
70.010758863,1802999,178688,986810,66384551
71.010916107,1916506,166938,1025873,57957780
72.011059438,1742101,168920,966296,65227355
73.011219425,1628604,150689,927984,59431535
74.011367817,2178612,258670,1067963,90046528
75.011510056,1633173,148890,936216,58137199
76.011642609,1643228,153815,927128,62694963
77.011799325,6293821,1106361,1956335,274114690
78.01194165,1634650,151059,928043,59091735
79.012096164,1831309,166266,923480,60047845
80.012266804,3224218,447441,1214493,127445118
81.012413519,3147151,379246,1406235,114942873
82.012583623,1630500,148906,932555,57680756
83.012721636,1583089,151991,883328,60763981
84.012877382,1851704,195142,913087,73772506
85.013024323,4881294,868787,1667765,247823980
86.013159567,1725330,154950,909949,56999189
87.01331244,1510743,146329,845173,57609987
88.013499034,2042709,249149,978700,96564986
89.013624502,1448711,143245,807449,56318331
90.01376153,1467520,143912,818778,56680692
91.013915791,2250697,304492,1018501,102073166
92.014065433,482218,66368,219844,27972361
93.014202552,1139800,109449,628788,40271908
94.014338184,1499132,146924,797617,57401090
95.014472564,1599273,153713,844443,55946035
96.014608066,1854175,230020,907332,86646879
97.014748073,3564839,555429,1242639,153082185
98.014891863,1547415,165688,821487,63961467
99.015028909,1411030,141483,779026,55739867
100.015172695,1909454,236181,978161,77285862
101.015316974,1608818,159965,880216,61901631
102.015467989,2110287,270618,970261,93770131
103.01561623,1561481,167832,817911,65298131
104.015758614,1634116,181392,843198,70534461
105.01591708,1929712,242024,897172,84303909
106.016067957,1923235,223050,880279,77759060
107.01620919,1518481,146735,785483,55369607
108.016358497,1717282,180204,792586,62345871
109.016490964,1363819,141305,744439,55188140
110.016617286,1611205,162488,812520,57197659
111.016775881,1353160,139803,739844,55172129
112.016928651,1351169,138713,740494,55164450
113.017068955,1379231,141153,755636,55627709
114.01721875,1443061,155148,767702,60833516
115.017357777,1377946,140671,755641,55686395
116.017494714,1375934,140895,754145,55637675
117.017637864,1402335,145335,762912,55964497
118.017783255,1863951,230657,958858,73114831
119.017912056,1470762,143760,816588,56276135
120.018059024,1583273,176959,791160,67467855
121.018191996,1352570,141041,733040,55184756
122.018366583,1647796,188697,788180,68619980
123.01852278,1345370,138947,730718,55067958
124.018666902,1345427,139265,729268,55066092
125.018833092,7125517,1372300,1914585,324985351
126.018972499,2645705,464659,998266,131855557
127.019107642,1358266,140190,740955,55570559
128.019242951,7110615,1379316,1903777,328581942
129.019385659,1807488,232082,840508,83015714
130.019522637,1964998,258267,885315,90370571
131.019658395,1333966,141363,724899,56021507
132.019789562,1682137,154289,847665,56593387
133.019949029,155861,13153,63402,3266263
134.02009539,1451350,168828,654951,61266175
135.020230038,1844730,206528,830628,70007879
136.020383998,1824861,236888,832445,67140467
137.020536441,1810498,169313,900000,57050302
138.020700341,1801463,216815,837292,77428303
139.020866726,1662646,165486,781253,63129255
140.021015445,1417048,149260,733189,59800887
141.021160411,1589759,161832,691691,56140950
142.021313398,1824163,202515,801796,69285319
143.021463241,1357098,140753,707772,54904225
144.021624858,1661359,172458,771958,61124604
145.021767122,1477198,145967,728996,54882319
146.021935312,1636403,157725,785236,56072921
147.022079261,1493578,141325,767657,54845392
148.022236922,1454536,149429,698504,54886477
149.022382964,1764616,198338,783394,69159273
150.022533446,1484910,152641,696941,54874729
151.022686041,1496839,147663,738237,54941257
152.022834297,1442098,149249,725805,56963248
153.023014844,1626845,224748,794849,67734605
154.023150859,1793555,156588,945302,56831941
155.023311283,2268382,297438,877492,90391193
156.023458668,1475940,143529,735581,55196142
157.023611254,1325390,138960,684757,54886406
158.023756186,1277510,135367,693426,54703613
159.023921161,1255233,133311,678565,54267577
160.024113258,1176064,129880,631232,53559338
161.024319316,43537393,3974307,22822312,1301628796
162.0245021,152952,6963,91492,1942322
163.024686744,125814,5777,75275,1296274
164.024871588,152102,6946,90747,1924884
165.02503103,126798,6036,75667,1322054
166.025187417,127739,6055,76519,1297541
167.025330786,126006,6060,75695,1289906
168.025496577,125771,6028,75915,1288563
169.025678762,3281878,378289,1699263,161858962
170.025890863,1054907,126253,538330,52094227
171.026084747,1303538,128458,619430,52258940
172.026246252,1400491,181135,576186,65563879
173.026393538,1054102,127532,537856,51920481
174.026569836,1803650,227976,794121,79248449
175.026781991,2575195,622283,584668,128281135
176.026978268,928827,102688,492905,41497074
177.027139311,1482931,193012,698646,73665410
178.027287305,1184475,133171,623775,53990022
179.027420138,1171568,130943,619849,53301099
180.027617191,1196039,130499,632957,53487777
181.027795656,1256000,134465,675197,54577530
181.633379103,28475955,2467795,15991860,717033949
