time,cache-references,mem-loads,cache-misses,mem-stores,instructions
1.000122271,41670266,0,2820915,519051269,3800174603
2.000293997,80095854,0,5870647,985797028,7642410896
3.00045835,72379461,0,3954564,646830155,5224037763
4.000628148,4993340,0,126246,75710800,475028291
5.000831091,42958656,0,3810973,484686975,3773295005
6.00098945,65002278,0,3772368,693075574,5313505983
7.001169869,60190224,0,2810483,680401097,5004982885
8.001332242,52090041,0,2356823,558701900,6127945745
9.001488224,61261833,0,2908430,620586932,4584940665
10.00163939,36290235,0,3193514,330039929,2436855980
11.001849961,45633849,0,3751511,418368445,3313476702
12.002053802,29009639,0,2767491,305857141,2229945487
13.002236023,104572,0,28218,368283,1961140
14.002390337,96199,0,23039,332277,1689863
15.002581393,92768,0,22355,330988,1683450
16.002729987,94162,0,23293,336714,1714006
17.002886255,9266187,0,731223,101111336,817105379
18.003044,18374947,0,1257399,177371163,1666532963
19.003202483,15583859,0,2522962,145012094,1386506085
20.003367812,1208755,0,269756,8366164,59500187
21.003533318,1105857,0,343866,8383280,59636031
22.00369694,2413499,0,754615,34282745,267052384
23.00387255,1770699,0,345225,14143367,104762526
24.004021235,1262198,0,193118,8322973,59317114
25.004177811,1155801,0,187599,8332278,59159165
26.004352423,1079087,0,157962,8037560,57414088
27.004507273,1179749,0,139901,10385308,74559523
28.004672867,1249393,0,163439,12161674,87645859
29.004832022,1388482,0,257145,8856659,62212108
30.004991572,3154658,0,661550,32439560,257791615
31.005153313,1313398,0,298803,8511588,59985891
32.005309934,1212615,0,256580,8652770,60837731
33.005464213,1345480,0,210577,12443045,90466033
34.005617703,1692080,0,244247,13464106,100938949
35.005768778,1247880,0,185140,8380764,59213993
36.005931367,1024943,0,130096,8331925,58883324
37.006082199,1352506,0,166142,8409286,59390295
38.006259223,1091293,0,176441,11712652,81911665
39.006422643,771891,0,132383,6453091,48316434
40.006615848,450867,0,81485,2507090,15041142
41.00676771,1345111,0,346873,8952305,63004657
42.006927748,4207575,0,821772,37538155,330062454
43.007078449,1353589,0,257359,10287115,71067087
44.007237912,1075773,0,216428,8252745,58365650
45.007392638,915422,0,125795,8760342,62127222
46.00754311,1779511,0,184889,16404578,123300157
47.007697275,862878,0,115731,8249204,58365052
48.007856284,1005088,0,132692,9516949,67379207
49.00801011,1238512,0,152912,8506309,59697292
50.008180117,1177329,0,282296,8455254,59340298
51.008332865,2278543,0,323674,22036872,171338478
52.00851443,1112995,0,219518,8497283,59615467
53.008673775,1312249,0,225422,9123768,64342296
54.008837035,1152473,0,209333,8400699,58960919
55.008995854,1130285,0,142420,8538815,59951094
56.009158488,1043173,0,123116,8375918,58839587
57.009317571,890771,0,127862,9001941,63370542
58.009482289,1261464,0,213339,8509696,59736870
59.009642355,1104022,0,275921,8371464,58822322
60.009805158,1153905,0,211767,8507674,59727645
61.009969874,1209232,0,211870,8430053,59209374
62.01015188,1521328,0,295129,10318980,73633851
63.01030958,277322,0,56598,1794361,13024388
64.010453225,940148,0,98083,6583990,45880069
65.010605655,1077409,0,126134,8682721,60992262
66.010755591,1375395,0,172875,11588065,83127263
67.010929508,1179977,0,277991,9608149,67560625
68.011084103,1213157,0,143490,8321728,58683088
69.011230153,1340347,0,162406,11165390,78499815
70.011377682,1216102,0,148691,9439748,66346481
71.011571529,1014621,0,108598,8228975,58060011
72.011758179,1018498,0,114589,8270012,58351533
73.011899325,885722,0,107894,8730431,61111955
74.012092662,1323325,0,156714,8321599,58658718
75.012312034,859996,0,98802,8354581,58891591
75.938612079,16420756,0,1032442,136240851,1015142808
