time,L1-dcache-load-misses,L1-dcache-prefetch-misses,L1-dcache-store-misses,instructions
1.00011049,100511684,8407603,59565322,3924511815
2.000287592,240600169,38067173,107359566,8270185933
3.000453212,124273516,16088181,48515725,4662131161
4.000594927,350701,17160,210419,6027635
5.000770022,125985618,20457690,49930006,5261034624
6.00091566,140373082,12415037,77508225,4185483894
7.001069219,169607722,22951283,76418145,5976367465
8.001218584,112703067,16705409,19201512,5528921891
9.001342311,168837373,14493070,96629604,4263115169
10.001481586,71843566,7612483,35101519,3276586239
11.001638919,83693273,7512792,45677128,3293882040
12.001774345,28914532,2546921,15526403,1128242565
13.001907184,179834,8477,114840,1969603
14.00204902,167777,6874,109048,1694470
15.181053588,168699,6869,109597,1705716
16.181242476,49646457,13064029,11560897,2055923504
17.181406132,42891469,12369346,8129565,1772219685
18.181542928,2328162,219556,1135665,87801428
19.181671819,1822180,171703,862614,58207945
20.181835946,2258864,234428,1050309,76715738
21.181990422,4620663,691330,2080069,210970486
22.182138268,1858234,165561,961128,59744048
23.18228932,1937278,174172,1008342,59577334
24.182434516,1506130,152289,845999,57378640
25.182609036,416132,36866,217436,14095200
26.182749173,1620940,168722,782349,60835810
27.18289642,2113846,209424,1180753,76328336
28.183029724,1879472,169234,1112026,62418674
29.183187889,6049315,973548,2250998,246840630
30.183336999,1984658,183186,1026165,60579425
31.183492278,2020289,175253,1068442,60234313
32.183657482,2598671,290863,1241108,91025855
33.183808295,2820240,329589,1214168,101266599
34.183954599,2139558,201129,1073893,68379071
35.184100511,2224167,230144,1092321,75764574
36.184242029,1720969,160542,978841,59004347
37.184387356,1742402,165632,997114,60777425
38.184525921,1805407,173114,999679,68896424
39.184678306,1941025,183634,962249,62227812
40.184837901,7649379,1262212,2443419,283182705
41.184997106,2830107,356731,1400339,107158295
42.185149659,2005344,168631,1075751,59280694
43.185303367,2111623,186437,1110149,62420302
44.185457495,2830793,343809,1248867,108049845
45.185613506,2177795,218398,1092767,76026031
46.185758366,1632765,157994,941132,58376673
47.185911856,1068981,119929,484814,47013959
48.186063283,1228307,71309,682884,20502361
49.186216831,2154075,171778,1141633,59845665
50.186374818,4280623,602300,1592475,155983425
51.186529354,2245904,232216,1124479,74704583
52.186683957,2068875,169179,1108083,59416976
53.186836479,1941044,191298,1059682,68573637
54.186987192,1825103,164661,1007268,58865758
55.187133549,2070716,171853,1106198,59921694
56.187271728,1815987,174228,1031698,63354756
57.187412874,1903688,180408,1026635,59408621
58.190323701,2042836,190179,1020507,59217238
59.190475381,2201415,178919,1189925,58899892
60.190627376,2036730,179878,1019344,59908909
61.190779986,2306593,254251,1272560,75110088
62.190944331,2297797,184240,1237964,59987753
63.191089787,1754980,168481,992032,60573168
64.191234189,2855272,370422,1310954,124730291
65.191373646,2292521,245561,899087,67665510
66.191528587,1679076,162809,955689,58612637
67.191675408,1978361,217807,1022538,76078788
68.191840695,1789878,180625,991198,64682825
69.191980281,1632360,159452,930557,58016565
70.192116021,1657125,160741,946055,58478565
71.192283384,1703065,165234,959502,59945042
72.192418708,1640442,161686,926725,60136723
73.19258808,1691039,163391,960144,60329385
74.192767604,16368,1062,8121,207894
74.615791931,33308953,3579463,16373339,994459128
