time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000123187,2191955,734572,291297,1719341,3501927864
2.000310186,6026506,886815,782659,3467503,7825420028
3.0004609,5209064,927489,496379,1919750,5581586389
4.000628017,40677,9512,3769,12749,19835310
5.000805256,5723049,913536,478915,1926790,5109417852
6.000959966,6219812,938197,451266,2521699,4844351510
7.001112077,6042726,1327813,599458,3168605,4830651669
8.001267806,4793131,466775,175342,650129,5228321659
9.001416211,6161681,723512,547302,2816410,4260961632
10.001568028,4395414,1124510,384299,1472418,3389985443
11.001709941,4327907,1024013,306642,1516214,3528066312
12.001887427,951186,276556,88049,562695,902798137
13.002078878,11009,3551,1059,2880,1973172
14.002232311,10379,3876,1119,3650,1687501
15.002391509,10580,3826,1238,3123,1688796
16.002590253,11069,3920,1242,3307,1713579
17.002828878,2155512,157995,192616,298284,2102700789
18.010236058,165549,46451,13331,91376,214676976
19.010413197,1261600,120774,80100,221480,920855745
20.010584474,1589831,130895,98166,235754,1124285409
21.010748618,956433,39999,73474,78355,1040292122
22.010907886,131672,32995,10824,59331,158978277
23.011151549,70378,24526,8525,43769,59822715
24.011297899,67187,18310,5755,29822,64902369
25.011461226,6983,2227,682,1567,1034950
26.011649581,65456,13234,5407,21284,57325144
27.011814147,75700,22411,7056,53512,75270875
28.01197737,73546,17398,6571,44305,68278681
29.012140036,106236,24405,9353,60714,74783562
30.012299265,161635,32541,12929,90461,203614777
31.012474687,88775,21615,14515,41848,62211670
32.012630305,370975,71180,26507,202978,463658698
33.012796498,88833,23127,7559,69351,91740483
34.012952751,112023,35863,10914,58129,101314951
35.013104469,70732,13299,5768,22447,59462890
36.013273119,88028,28187,8883,62207,77855473
37.01343823,81797,25947,8674,45669,62727838
38.013616574,88276,30242,9183,54498,72780963
39.013784864,75073,18629,7204,33678,60094540
40.013935916,84904,28299,8111,45201,60320924
41.014096976,74636,15760,6377,26256,61687167
42.014229294,80672,20246,6740,51338,69566304
43.015072756,113121,23763,12653,51433,100483577
44.015243673,71480,13968,6105,24730,58259198
45.015400703,103285,26423,8556,69273,110444606
46.015559495,79415,17802,6628,45259,76135715
47.015725962,70378,14065,6182,23452,58212007
48.015887046,77232,15262,6100,39219,58235603
49.016045097,25069,5911,3069,13420,24028864
50.016211316,52549,9907,4720,22119,34323981
51.016383602,125762,32180,11795,63363,152034307
52.016544505,83841,26376,8533,44676,74229040
53.016702718,71668,20767,7346,32989,58050537
54.016864641,82374,27149,8927,45977,67122949
55.017024305,80547,24139,9007,35064,57568620
56.01719268,81270,24188,7977,37182,57592714
57.01736045,70059,16243,6370,35264,57863569
58.01752853,71373,15209,6208,27569,61504051
59.017689015,81927,17925,6797,35610,67008603
60.017844954,72221,15456,6605,36507,59084334
61.018011836,75822,15818,6609,39141,58759324
62.018185621,88354,19284,7068,42408,72849332
63.018330371,76272,17817,6908,45339,62160037
64.018478844,72173,13259,6166,24332,59159333
65.018632702,82357,16214,6895,28053,75001301
66.018791166,79096,15476,6768,27995,66477311
67.018953365,78183,24062,9321,40641,58690780
68.019128644,83038,25072,8980,37941,66517498
69.019283584,104537,36201,10806,65011,90644490
70.019443155,82540,22408,8223,40079,58239503
71.019616983,75059,23969,8073,40439,58123850
72.019785739,70897,16013,6016,41662,58352737
73.019935106,73611,13380,6339,23173,58030541
74.020121949,118543,28251,11514,88557,108895538
75.020270766,73450,13148,6502,22977,58265764
76.020441815,40507,10135,3441,15150,48869297
77.020594296,37384,8947,3728,13878,12414774
78.02073219,231376,35053,20437,58755,274256386
79.020877544,70767,13953,6362,23471,58118787
80.021032071,70467,12961,6195,21235,57680881
81.021202838,161163,49954,14335,95823,149188513
82.021365886,101473,33474,11850,52045,85413123
83.021535141,94236,33785,10264,47322,66944183
84.021687721,98858,25599,8094,46160,70855882
85.021860632,79860,17851,6898,31537,70740032
86.022021956,193722,42939,17311,104993,348690222
87.022182181,66391,15225,5620,39316,56441476
88.022352699,72916,17186,6297,40388,58511102
89.02249765,100929,31727,7939,62181,91146830
90.022647515,77914,15244,6194,38642,56852836
91.022800654,87445,21926,7322,53570,99482208
92.02296079,68948,15015,5773,37602,56570976
93.023119492,72467,17301,6567,28130,63743465
94.023284814,74296,24134,8505,36543,55983383
95.024008345,84139,20081,7536,33655,79825684
96.024178113,75592,23708,8228,38544,61512290
97.024340668,151763,43512,16347,92812,154008444
98.024498691,65841,13165,6168,19780,55899108
99.024676919,98746,16758,8471,37549,56045292
100.024836251,83011,15234,7476,22952,74616543
101.024989341,67381,13108,6469,23531,56769874
102.02512919,92426,25758,8529,58248,93067342
103.025274307,68767,13397,6421,22016,58041914
104.025427962,83667,24686,7428,48234,83451212
105.025578484,80824,16952,7662,27744,86607948
106.025715986,81979,25476,8086,44907,77491466
107.025867404,29660,10928,3546,15607,32232712
108.026022125,40858,12557,4400,19360,23675778
109.026179266,70263,23622,7318,34996,55474597
110.026326136,72841,25797,11818,33798,55450377
111.026493658,66522,14349,6860,22390,56325105
112.026631544,68014,15282,6791,23649,60940071
113.026782533,64565,12863,6449,18934,55355541
114.026926705,68042,14208,6612,20578,56365534
115.027074262,66460,15413,6569,30081,61486306
116.027228706,66382,17159,5969,38069,55826292
117.02739302,65003,15941,6485,39215,55814932
118.027553687,87619,18699,7601,43042,63919885
119.027715121,78766,14914,6802,23439,69633087
120.02786815,67431,14170,7050,23817,56629841
121.028040309,83345,31375,9696,51045,68257925
122.028192418,74268,24675,9148,38667,56005309
123.028370901,72970,23073,9625,37102,55538077
124.028530596,66656,18865,7658,38355,55978083
