time,L1-icache-load-misses,branch-misses,branches,instructions
1.000129986,36636583,43812223,716491959,3973282284
2.000300501,42779210,76591389,1350321632,7496900094
3.000436357,33622711,45552637,960339957,5224156098
4.000590509,383401,327916,3033016,19530578
5.000754405,25245167,28440672,605656734,3203692567
6.0008984,32805773,43056001,1034691998,5553901941
7.00104749,35975276,63583952,768540475,4273255704
8.00118503,23084934,29672020,1197639792,6512387184
9.001333889,24998522,46811402,951463854,5052768890
10.001473044,29274572,39074839,590399719,3166399471
11.001621083,30803434,29493062,636060578,3365508629
12.001797605,19006144,23133382,366098359,2113074779
13.001962475,74047,61292,347240,1996582
14.002116385,67216,57335,286072,1684220
15.002265025,70330,57059,308766,1816984
16.002431562,6154307,8323376,273654014,1426501588
17.002606451,2757621,6344127,250781338,1244287437
18.002750433,1209040,4348736,211791161,1191108764
19.002903783,1001146,590669,10426276,57723628
20.003060305,709104,386432,8520928,46613994
21.003209533,443367,424325,5891024,32470980
22.003346459,1523110,1489974,34500271,167552985
23.003492824,506154,523769,10623756,58787845
24.003649734,1062152,582922,10503250,58133162
25.003799304,973305,548174,10358971,57367821
26.003947933,1015016,731459,13290152,72983219
27.004112749,949295,642199,12527990,70057453
28.004251787,688010,710070,13784908,75909015
29.004391655,1469314,2065883,36371866,205087496
30.004550004,879674,661396,10865158,60298547
31.004702708,1223391,1450536,26209526,141020660
32.00486898,1215370,1012582,16415184,90602695
33.005021178,1299838,1125220,18059128,101575518
34.005169247,771199,621526,10643828,58956330
35.005303807,884452,614937,10826724,59997493
36.005453157,506787,568753,10589671,58687962
37.005601944,505343,603894,11026115,61153624
38.005742905,619040,639302,11297385,62634694
39.00588946,1136191,741427,11546652,63812995
40.006052625,2002714,1608006,37570956,176613145
41.006221433,1058097,1554215,35670661,202045115
42.006387423,289181,241663,1717147,10256693
43.006532728,886164,615753,10543634,58403011
44.006689709,745737,631092,10809260,59820878
45.006838188,1629951,1228446,21070517,116712201
46.007008253,1099758,789754,13827427,76765945
47.007156442,524999,632315,12181484,67308414
48.007334948,1033196,794874,12644552,69526827
49.007488105,668063,642865,10780782,59781621
50.007645996,1525725,1484837,28277281,152757904
51.007802561,1078586,954468,15039013,82911808
52.007953209,843613,641165,10627044,58915126
53.008089076,645964,674970,11607705,64137652
54.00824604,470296,580738,10599160,58757652
55.00838817,512338,604069,10783441,59748921
56.008548114,518703,661728,11433240,63298864
57.008687822,467261,593254,10677110,59195103
58.00884155,962383,654508,10747229,59550515
59.00899412,926793,636183,10605410,58781933
60.009150816,880338,743771,14279054,73429214
61.009307174,904381,673877,11086087,61665945
62.009459604,531331,593612,10580085,58648747
63.009595273,960188,613231,10793881,59777173
64.009735214,827569,1022655,17430732,96022920
65.009887895,717553,794241,13701662,75381450
66.01006023,987978,650691,10776362,59575963
67.010213814,158631,100093,1908321,10408828
68.010344816,763920,531755,8687969,48227117
69.010481015,915404,696899,11605832,64017194
70.010633254,947304,615390,10492160,58083678
71.010774458,930739,610072,10778456,59686162
72.010913206,921236,591943,10609754,58713727
73.011054176,498266,605348,11123213,61609113
74.011229216,1020488,846424,14269831,78234468
75.011406761,473656,591257,10657782,59001816
75.735249308,8516781,13565679,195675094,1065674826
