time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000108037,19848223,1953588521,767133,3985131449
2.000280669,56571513,3534271955,2764400,8389878436
3.000411244,39579174,1976076982,1806535,4484080130
4.000537407,103347,8827174,7547,6046964
5.000686835,40720472,2329383674,3129747,5307810029
6.000834533,35916430,2166605301,1859846,4191401673
7.00099091,44722650,2879488075,2679237,5825253712
8.001201337,44384038,1490977443,1227354,5576223454
9.001353148,30310312,2406752256,1876804,4070838313
10.00149041,22708236,1717210859,2354843,2795780538
11.001641551,23597386,1752149936,2728587,3238116095
12.00181532,12859012,1256429083,1454161,1990769587
13.001977856,53798,5213964,23741,1979550
14.002119633,43749,4494279,16686,1682221
15.002265973,48593,5512534,16685,1694406
16.002438239,11663605,459836175,471114,1090442108
17.00259424,11746847,433494263,562066,1537893632
18.002746771,13659299,415436637,613533,1299812333
19.002905999,347763,42644583,106122,30692445
20.003061295,631360,73477467,255110,57967649
21.003218203,787503,103431880,284654,81531531
22.003331424,1542111,407791400,542506,309025692
23.003479925,660521,68407652,160736,59587433
24.003631993,644866,73973320,197638,59608890
25.00378157,527023,34932215,97451,57347403
26.003924804,627453,54450229,107342,74528556
27.004072382,594097,55606704,145118,69419488
28.00421225,741463,56427557,172833,76999036
29.004362974,2356501,252399591,495158,245505578
30.00451635,670157,77594171,243362,60052787
31.004666568,558822,46267627,149031,60663702
32.004845058,675561,89643389,188135,90565302
33.004991073,1111998,119705466,259581,100825317
34.005137148,638104,74192023,196002,59074515
35.005291529,587854,63411615,109920,59086995
36.005442917,493031,53840531,105049,58826833
37.005589933,575746,39854542,103016,75316428
38.005726619,650496,68277558,149616,62599477
39.005896509,226593,30799936,97113,29673213
40.006051166,407183,52243511,149327,39386540
41.007209848,665006,75148931,215708,59154749
42.007334648,2906991,310624463,602115,335627268
43.007476447,613119,61412587,144470,58992152
44.007626537,638611,69318720,187483,58444925
45.00777339,920104,113586995,176030,112223527
46.007930472,761163,78141991,134985,75503008
47.008088891,527101,35826622,100634,67971504
48.008225943,624353,44176319,174334,67918194
49.00838894,621419,72396142,223311,59267519
50.008545544,1417743,145576429,288816,150853543
51.008693068,861238,95762464,223610,79825331
52.008842516,635094,67922142,176708,59368559
53.008990095,596706,66017266,126503,64193745
54.009144704,538928,36255725,105005,58921296
55.009279493,567388,47327091,119753,59865767
56.009436359,588182,64141956,95561,63346292
57.0095772,524221,35460410,115716,59268067
58.009729294,597443,72756939,217280,59267341
59.009880012,551088,69209165,198484,59209373
60.011346706,646594,72338796,194961,59658783
61.015325008,780052,69185205,248926,73297933
62.015491,286374,29125528,79657,25865157
63.015637227,392601,35485156,76178,33422773
64.015793937,534493,35889926,101461,59219800
65.015944727,509423,31299736,95995,59276675
66.016085547,719452,78829332,163891,66938523
67.016230861,658606,67815348,165839,62811901
68.016383908,545775,37374545,104071,59423361
69.016521387,526301,34317179,97756,69087847
70.016664793,508882,31393046,90351,58681578
71.01683174,500387,29632869,85671,58564872
72.017002089,626180,43709555,99064,90034450
73.017146496,504594,31192231,91856,59740616
74.017296277,503337,27896674,78290,59397366
74.867913585,9975348,556616135,775623,979090748
