time,r01c2,FP Instructions,SSE Instructions,instructions
1.000089519,4676328931,3375916,1085632,3903821343
2.000255855,9714697569,6759458,5437436,8208948801
3.000402441,5579132033,3957336,2202281,4768666018
4.000514529,7298684,5398,717,5563152
5.000675107,6347322028,7050326,2907371,5346943787
6.00082069,5140453765,7067588,2523784,4246322178
7.00097222,6429485322,4090306,1974040,5451526624
8.001115193,6529565593,2793035,1243709,5930987108
9.001271223,5157001811,2831540,1528258,4246805380
10.001397248,3909966948,4509970,1104756,3240648335
11.001526285,4576615427,4770721,1381133,3822018713
12.001690522,3722426709,2879155,989868,3130802397
13.001862532,2538669,1620,52,1951055
14.002037249,2171128,1087,46,1659895
15.00217076,2195140,1222,49,1675581
16.002357189,13889420,6452,523,11057698
17.002561066,2217008054,1384323,1366760,1965142293
18.002732305,1902421943,1027194,1182505,1693992948
19.002901146,67821825,88734,17877,59041306
20.00306487,85150109,94843,27128,73591742
21.0032132,112612307,103153,37765,97025901
22.003365466,141200716,115866,61064,122037071
23.003510343,137384286,110537,44596,118619174
24.003664208,67323876,88838,17941,58767706
25.003809255,68929058,89303,18056,60116824
26.003949734,100139502,104135,39723,86556601
27.004097527,112372023,115817,56631,97345520
28.004255739,84375246,130913,27190,73290093
29.005288428,250174590,35905,6470,127914726
30.005436019,46745311,58832,12142,39892535
31.005583674,79096627,90589,21802,68273084
32.00575464,86150463,95693,27916,74696070
33.005910411,70590925,89240,19695,61336031
34.00604956,92912999,96148,31973,80197996
35.006196403,69631280,88372,19389,60400301
36.006350853,76992350,93508,22334,66662219
37.006504793,66448236,86841,17605,57937371
38.00664246,73212874,88561,18415,63575758
39.006780398,84622358,95711,26925,73101162
40.006918089,67210875,88169,17914,58460060
41.007080093,68847265,91246,18578,59863110
42.007222373,87230659,96895,31905,75615042
43.007383308,66763541,87052,18124,58149222
44.007546651,156440040,114604,53534,135773672
45.00769745,135989157,113678,58880,117436754
46.007867425,72039246,92264,20733,62508667
47.008012744,68247805,88311,18465,59296925
48.008157788,66341320,88159,18003,57653432
