time,LLC-store-misses,LLC-stores,instructions
1.000200583,2310455,8575761,4216800704
2.000457362,4319977,13118243,8410160245
3.000803689,1318333,7364440,4316849169
4.001431784,126892,199015,16570494
5.001742029,3149564,9923082,5897965784
6.001982481,760567,8001554,4541991381
7.002274664,1136167,8109595,4579387911
8.002573445,644182,2625327,5142913814
9.002868708,1038435,7733281,3832614264
10.003152506,1385735,5882201,2713590290
11.003405464,2263758,7718665,5321818071
12.003828561,2065773,7422566,2266355984
13.004139088,1912104,6011257,2498625545
14.004387803,3211222,11528277,6843862904
15.004640959,4848382,12600444,5144063892
16.00494665,2048048,10196689,6513860050
17.005925225,711678,1409102,994121431
18.006133773,4292688,11589185,4203647421
19.006330197,11683006,44597148,19718063598
20.006535012,16121752,41836071,21542572751
21.006768716,14392633,44757812,21805042216
22.006951526,8305220,39795308,18635600970
23.007138527,16405700,38161578,16778633337
24.007338182,5998258,52556194,17210068987
25.007551626,2508045,30689574,22398431461
26.007742323,1801190,13479717,26947786060
27.007946721,1395382,9687642,30095167155
28.008172457,1264086,11948164,27303272858
29.008367092,1204564,7727217,26454980451
30.008547786,546810,7455213,26053289669
31.008759021,1188135,10016785,28187813798
32.008955297,931912,7777435,27324927967
33.009156068,544508,7012072,30601356329
34.009550987,1473886,12071074,28744911252
35.009758377,4968169,16814429,8529319729
36.009951493,10388430,38316045,18374780695
37.01014602,13950305,41291555,21156639214
38.010343227,13423654,42196927,21616131639
39.010532195,10198566,40895727,19291862059
40.010736513,13814909,38269200,16266220146
41.010947591,6848170,52968997,18905760967
42.011188897,2265738,20994923,21959404551
43.011380274,2030146,15879584,25673295572
44.011568505,678081,8195726,26398332209
45.011757929,2035802,11936518,26477357950
46.011974792,639469,7826149,27454122258
47.012168814,480724,7205595,28463760076
48.012358466,1522612,9939374,26836537315
49.012610259,596236,7110642,23383353574
50.012802911,832818,7165833,23067453118
51.012989597,1415804,8735566,22813684871
52.013214442,2772255,13986264,19279099862
53.013397529,5648031,18401214,8949925821
54.01359505,10985076,37960453,19126249673
55.01383114,13173100,42195372,21022887815
56.014028268,12468348,40720768,20850350036
57.014219426,8968894,36302190,17752189023
58.014427519,10483593,33728743,14170749717
59.014629357,4923549,32850587,18743416037
60.014779475,1932083,13352093,23729875265
61.01498252,1203924,9413377,25630972310
62.015210122,433849,5975655,22874033086
63.015387291,1497700,9661045,22192693697
64.015595491,835820,7269800,20022356452
65.0158262,502315,6397954,22524682178
66.016013099,762488,7476725,21755503508
67.016219714,1282707,7656859,22215533279
68.016447895,691729,5805215,17404328158
69.016668802,2579531,11131045,13152240266
70.01685005,6580492,22581144,16254471387
71.017033281,8503276,33322344,19431532102
72.017222903,7872030,32103858,15940627847
73.01741282,8806028,29456641,14941580044
74.017600821,6383117,26850196,15192203827
75.017789844,3765617,22516844,16777394345
76.017974181,2568068,12734472,15089686828
77.01820709,2796019,10422918,14157008958
78.018472559,943710,7705505,16249140143
79.018753186,1409716,7081210,16805448152
80.019005726,548888,4970589,16336006872
81.01924952,580939,4804974,16439641402
82.019485614,1269918,5973310,16721039298
83.019722399,1607353,7035852,10751284522
84.019947233,3509014,12311858,12924699908
85.020169796,5198569,19131038,15743252780
86.020413587,5855237,19650012,12103595933
87.020619806,3883504,18035817,8690277426
88.020825239,5138959,18947768,14122098157
89.021030431,3458133,15513202,16979916825
90.021227191,1867158,10693540,14901624696
91.021415224,3407444,10775091,14377067112
92.021637698,1072670,7810467,16426050881
93.021876453,785785,5871855,16720536791
94.022081804,1003944,4904527,16153074759
95.02230916,618896,5046276,16405702474
96.022566444,913551,5321864,12016924659
97.022800529,1665329,5646784,9002698191
98.023014237,3610284,12963175,12573140340
99.023215005,4611470,17342441,15658725182
100.023461702,6249529,18494333,11550781221
101.02368507,3844272,18021896,9532808407
102.023912322,4362559,17777431,13646157066
103.024119258,3823210,15428471,17486527088
104.024343999,2624718,12503026,15084828621
105.024530164,2832087,11473680,14432065991
106.02479181,796819,7257455,16031229538
107.025020697,1434113,7102783,16819838383
108.025269466,535114,4486458,16438639001
109.025534752,453129,4137887,16361877525
110.025828211,1453918,6388388,12067100843
111.026066799,1270646,5076306,8763421042
112.026248863,3389595,11923829,12373720541
113.026434143,5612065,20683360,15879398585
114.026654102,5198376,19109099,10996652797
115.026847671,3502213,16776006,8610213284
116.027027693,5628499,19822819,13856343456
117.027238032,3596963,16514728,17017780824
118.027449618,1864516,10865481,15487608397
119.027647356,3451317,10889342,14341367142
120.027851673,1142692,8553641,16507718558
121.028074856,833466,5896352,17158635666
122.028306601,1100211,5092589,16667754372
123.028556928,533657,4597407,16675295564
124.028808639,888822,5081342,11759141510
125.029059984,1656903,5767664,8501944628
126.029283953,3513266,12872843,12275697107
127.029505967,4359709,20326133,14107962527
128.029699022,6468991,23683302,12742357752
129.02991203,10507464,34660089,17587076464
130.030118842,10338576,33897306,17415516513
131.030321031,12234151,37360859,19231186452
132.034787631,10280647,38705787,19548280874
133.034975169,10729467,41557352,20152947050
134.035210629,11872472,37706276,19624632569
135.035396346,6611553,24314559,12832188459
136.035594315,6842461,23473815,12826847565
137.035797021,8073868,26388881,13261447775
138.035992426,7152376,27422175,15182939807
139.036177614,7767550,29004734,15451022747
140.036363874,11226738,37450471,18941699317
141.036563234,12441534,39430016,19978515008
142.03678196,10843386,39340364,19653013957
143.036986284,11258837,40444165,19525045227
144.037155838,12099079,36570036,17847203653
145.037330536,9716823,35633328,17630388482
146.037531209,10970840,40193673,19312371770
147.037712114,11962372,37172148,19181094319
148.037903419,10610805,39369132,19402936391
149.038113078,11456002,37889228,19023776630
150.038333386,11213245,37277770,18451513633
151.038546078,10310205,37287102,18472663201
152.038757749,10234799,36934297,18326338384
153.038924799,10879591,36762727,17857384866
154.039119404,10044106,35645201,17953520126
155.039303007,9696335,32406868,16956521230
156.039514319,5200563,19205369,10174935297
157.039899579,2544211,8204615,4551735004
158.040147891,198970,576381,179000260
159.041215608,1106659,5230165,1244467606
160.042365162,102024,141580,11657307
161.04278874,103802,149719,10823028
162.043548197,220093,342697,33608008
163.044422221,187856,343027,116531508
164.044716923,1255796,3243862,1083415516
165.045070754,2509408,9553204,6057479666
166.045434473,3566384,10546808,5208915841
167.045688784,2861259,9628865,5025801418
168.046126003,536487,2238613,1296655116
169.046479449,243825,795757,333455109
170.046713672,2512309,8726409,5330975559
171.046974991,4084917,11880529,7111004522
172.047200278,3795504,12426536,4305671814
173.048345805,203096,396849,118977097
174.049425473,236528,410017,100073085
175.049734907,497514,1010697,410233901
176.04999129,2392220,15619012,5598879204
177.050285148,3522228,16562233,6339718532
178.050556097,1438401,10818143,4404407437
179.05096619,1410886,5309173,2423402349
180.051534572,242550,489205,140706839
180.515279902,246122,1851446,555480260
