time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000269912,2471465,790567,333356,1682067,3915953252
2.00064058,6349731,950002,806572,2880714,7781629472
3.000925468,5185421,1092276,495648,1815791,4998675182
4.001432293,475697,82182,49491,149819,334888637
5.001756954,4977159,812008,480288,1439290,4361403311
6.002101224,6550133,920576,467985,2049585,5497468940
7.002427472,6202742,1149553,600695,2899037,4527845668
8.002726507,4541624,491394,192397,546967,5296932524
9.003022359,6570847,972005,569118,2911908,4389056788
10.003302959,4145597,866383,376546,1232527,2859695881
11.003617104,4576412,1155356,400184,1364547,3986330403
12.004019737,4389191,1062439,379560,1651094,3500943175
13.004323424,2011661,587538,287816,901559,2373509996
14.004628607,5439976,974239,723844,2748003,6763273829
15.004972173,3741767,1033623,415225,1570546,4666736374
16.005296586,4122140,941590,438798,2071425,4612770461
17.005833155,2087375,226374,183593,303395,2169395574
18.006085029,4602182,2076881,586254,3542476,5732341806
19.006330249,25344908,6417320,2330441,13246727,19251186725
20.00656719,26995044,6546310,2590101,11734582,22315505992
21.006800861,26764372,8161874,2508748,15146509,21681871207
22.007041792,19409826,6682602,2026971,12640788,18623919904
23.007304209,16155912,5354487,2241497,7337153,15535546807
24.007548825,29189402,6962125,2919398,11404806,19081272011
25.007785409,22079051,5236082,2073056,8200234,27787651503
26.008092152,14602858,3097647,1344798,6047774,37354717642
27.008324983,7527562,1447685,732270,2990594,39584724363
28.008643435,13500479,3257470,1641632,8148668,19695067022
29.008928269,15172801,3547991,1794394,8722503,15219596944
30.009181913,26860186,6452687,2322954,15089917,18619868793
31.013734846,29056935,8225309,2581722,15115584,21010353666
32.013973398,28959179,7556491,2607718,16011730,19930236839
33.014201147,29412958,8252476,2668049,15601784,19487722879
34.014468021,20236977,6265011,2062722,9953047,21121082553
35.014721027,22428659,4006261,1930754,9719585,24879817321
36.014960825,15486625,3653521,1217661,7393675,31435688764
37.015211185,8641491,2423865,1023553,4951546,24143334663
38.015470702,14188695,3485964,1474100,8429152,22357795336
39.015786697,13661097,2491926,1652500,6323855,13124333639
40.016036455,18933346,4720322,1791194,8903332,15557405838
41.01627509,26116706,7451938,2202152,12374770,17422630806
