time,LLC-prefetches,LLC-prefetch-misses,instructions
1.000273773,8966972,814555,3944089981
2.000571689,44727984,3426885,8354052532
3.000866425,21572034,2364174,4626749905
4.001259595,94204,12732,16907151
5.001521758,22693079,3627860,5308759750
6.00175369,15047005,2598534,4272061933
7.001979491,24136962,2823325,5751675695
8.002268798,13355642,1604425,5672178064
9.002505992,17651222,1730661,4533414758
10.002776791,10281886,2772143,3295952644
11.003006908,12526947,3086435,3703224616
12.003347577,4099355,1008948,1292981688
13.003617675,17708776,988755,5094933702
14.0039142,23978798,2020433,5900703772
15.004167584,18655834,2281972,5281359481
16.004498516,20429436,2120557,4217518699
17.005371055,14038244,1234131,1950310028
18.005566154,29432879,5449797,13237500136
19.005767264,65765657,11243283,20194217321
20.005972635,76405886,21090566,20585355685
21.006189449,81881691,18754127,21092534214
22.00639636,46284928,16028347,18287790559
23.006584784,30790728,10280881,14715209885
24.006779445,52711108,10386275,20212591036
25.00697222,48812911,20053749,24282759695
26.007158062,59226632,22192105,27329799622
27.007370685,50062556,23290994,26094377409
28.007565354,54896433,24850156,28217801800
29.007784159,54014303,26529645,29172934335
30.007966554,49423983,21026802,24870971771
31.008143165,51257286,21628904,25202255041
32.008370952,51936784,21354510,23559434866
33.008554252,51714429,22214823,24602361268
34.008770188,47487271,22370157,24646287152
35.009025949,29165033,8031192,11888275141
36.009203969,53109910,9228297,16951079832
37.009394765,70551398,13433253,20754924368
38.009593224,74069510,19451310,21164477639
39.009795428,51749739,14324422,18973842057
40.009991879,45640474,14830065,18491245269
41.010200714,46708217,13182696,18990212106
42.010406362,44449499,14283491,20430076152
43.010597758,48450606,18824077,24768133181
44.010789055,55299819,23294723,27484975767
45.010980397,54126475,23950002,27624955730
46.011173939,51600650,23236211,26804423501
47.011370972,53545300,25080870,28377974946
48.011595204,49756284,21948811,25761946819
49.011780465,52620857,23267319,26710201608
50.011990323,49774403,21488986,23848078448
51.0122172,46729169,21802313,23846441949
52.012440376,45238280,16796398,20477075581
53.012631109,53845014,8950883,15342640807
54.012829941,58282641,13684605,18402389599
