time,r01c2,FP Instructions,SSE Instructions,instructions
1.000234447,4831311270,3478833,1092837,4002794206
2.00051523,9808846626,6741438,5539604,8301085807
3.000858981,5362684216,3857920,2012641,4544368250
4.001158897,127367695,100004,10127,78821910
5.001476534,7201821301,8307840,3505746,6065716759
6.001750169,5662447711,6053200,2443881,4688482512
7.0020666,5577028112,4349546,1703636,4697351870
8.0023809,5737606038,2033900,365480,5189317198
9.002703265,5204472968,3016234,1575087,4271441864
10.003016189,4325306290,5409240,1450631,3593178550
11.003368466,3936959739,3901208,952429,3184597711
12.003638789,2260826428,1779480,400234,1827740799
13.003943916,7261495542,3598665,2744429,6102017070
14.004280514,6001723802,3967885,2088749,5140593097
15.004524931,6011266592,4161881,1837999,5001643829
16.004987404,4189870290,2611084,1808783,3609680831
17.005356396,359979644,305599,121929,287983779
18.005569721,20626196375,12451102,5709952,17236429979
19.005777461,24812149905,8718129,7896464,21034377957
20.005995378,25382319883,14453696,10573637,21538520326
21.006222015,24740499337,15476500,9698984,20660436288
22.006466851,21771120317,19845419,5829154,17816945529
23.006676489,19571298655,16359906,4985168,15914109981
24.006888375,28886233855,18377809,8692034,25729490975
25.007105065,38724367948,28778794,10196062,37060078722
26.007299476,36864442761,29275897,7871191,35801887251
27.007516849,29851958058,22525557,6398861,28293009954
28.007730967,16489230241,8249920,4501771,13768290511
29.007960534,23633427200,12279933,7901739,20016004260
30.008199082,24967772566,13794120,8980212,20743138554
31.008453799,24140819696,16102690,8679110,20325843104
32.008707724,22044336553,15912572,6210368,17807959959
33.008879721,23944591284,15360510,6984295,20153341785
34.009087315,27553387806,20623376,7588313,25375022245
35.009318254,33580600606,25153764,7980265,31919621890
36.009559,29148020105,22184996,6070285,27672262222
37.009763609,23766742648,16120854,5689397,21638714105
38.009980084,21933854160,11351097,7769300,18802913437
39.010189121,19210754574,11624888,5657687,16028430652
40.010414014,21728305581,14057489,6794061,18028595407
41.010648149,23128808411,14114869,7474649,19180602451
42.01086193,26560208644,18882952,7887116,23111892481
43.011083619,28290432130,21906147,6768643,25757738545
44.01130257,29178437414,22214357,6951866,27268320006
45.011553806,23795246224,17079727,5578455,21889636686
46.01177164,24469892925,16046770,5747196,22186544008
47.012000957,27014344028,16616576,8220754,24059542353
48.012242429,19170610110,12388984,6113977,16067326776
49.012476719,17531477283,13785432,5192079,14551291456
50.012681003,22316631769,13275453,6694120,18709798680
51.012891021,27853476073,17606028,9037659,24919932791
52.013104127,29725014556,22564062,7728107,27094844976
53.013339388,26109295213,20758068,5882702,23931194909
54.013534339,23069536268,16286972,6285419,20572164034
55.013754993,24197462745,15396806,6637480,21843392037
56.013979648,28204795902,18816526,7566062,25281797339
57.014237755,23778096564,16700914,6873714,20885305804
58.014502879,16769337423,12856424,5278792,14092493227
59.014717442,20848352173,14813263,5841086,18415396809
60.014939146,26674946971,17146217,7318379,23437533478
61.015165185,30394344095,20407581,8451584,27539137660
62.015424349,23094592957,17227862,6088345,20743427774
63.015683671,20373079919,15003535,5276487,17673586312
64.015887056,20282545864,12616840,5739652,17658097616
65.016102169,26209621009,16187882,7745877,22792108909
66.016364172,28261290558,19114891,8443517,25247615710
67.016744537,21575681831,16671971,6053996,18783418901
68.016989459,19139053259,15044075,5170485,17105907783
69.017222267,18720583507,14409851,4760352,17265165256
70.017473201,21893355866,16499615,4806852,20766676454
71.017696824,14211522520,11143653,2938652,13668536430
72.018164572,4543183188,3417005,882501,4153329699
73.018444456,5158496283,5601851,1323327,4253388962
74.019407591,2014741324,1303914,1240881,1711692537
75.020552101,180261286,175558,38831,132046562
75.627431387,979264682,689659,267955,805167336
