time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000246214,21567836,5893235581,1025382,4029330469
2.000544968,60606984,8339381188,1884829,7574910094
3.000840522,50679865,6688288307,3188769,5429345900
4.001213455,2183299,486991821,426440,240567325
5.001423672,44666670,5715279655,3087450,4707049824
6.001747843,46736636,7245517584,3276286,5333210776
7.002063041,36534655,6702531648,2223180,4495960763
8.002382565,40334647,4306612369,977190,5160580428
9.00269922,31879515,7215957576,2193129,4380959553
10.002961373,29153404,5684125991,2663131,3280737184
11.003231757,28593940,6070105855,3547987,4129573899
12.003596149,21427565,4622282416,2170053,2832282789
13.003904245,7921596,1810427957,1359661,1093427691
14.004177155,36553683,8544073916,1314643,6029593655
15.004500272,36629143,7168747029,1807203,5169728556
16.004827848,33239315,7481502744,2566242,5064047414
17.005083123,12346007,2700633811,1329472,1930658704
18.005411863,16578141,1985811000,1100173,1714123172
19.005615749,131427679,23391031462,18340486,17650767873
20.005840378,235364117,24922855453,40093558,21573605687
21.006073493,205573703,24889158845,46480951,21078196614
22.006292688,166028413,24621743050,29601132,20581657460
23.006529138,144665042,25799874099,38568810,17032053838
24.006755464,159516371,24563730493,20835152,16406686586
25.006958813,155592671,22960040294,9202247,26491757282
26.007171908,120866514,21844212175,13163477,35715908226
27.007377097,57622464,19717553252,11391205,36638076850
28.007663477,85225574,20599001947,12930660,29528783429
29.007859353,8634794,1808387775,2134801,1013617823
30.008066353,123663648,22278513612,14928589,16564612990
31.008300369,217585383,24935044261,43604400,21947970315
32.008509054,211586495,24900464591,39284024,21401059806
33.008737551,148191363,23873019434,23727827,18713335924
34.008984488,141936522,24806281786,44553076,17053712162
35.009201126,163683797,24490418241,19438368,18842898701
36.009422127,148776191,22735246162,10815855,27812482452
37.009656654,105793162,21524321067,10189218,35076025542
38.009867209,66528483,20551983727,12697914,37498397209
39.010068841,64685020,16055001735,9204837,20875888841
40.010262996,91242258,16357164065,10362088,13886434568
41.010464362,202973281,24550117628,38405174,20586945912
42.010690539,198755680,24424045245,34814575,20591943217
43.010902319,165331780,24558070086,26007813,19242736268
44.011131366,142104921,23894114089,39464771,17257996704
45.011383374,125631378,22981258467,17766922,16936555373
46.011583474,95624772,20065513730,7433186,24283421440
47.011826587,67074816,17477066140,9109149,27566115495
48.012035919,51779856,16649914648,8637473,24404400899
49.012257873,52755435,13366203595,4960106,11589079185
50.012474592,115477226,20732945927,15700977,14811814272
51.012693122,155849740,24080337450,26097797,18256459439
52.012917169,130998013,20630025087,25003372,15760742727
53.013139492,112974539,20311914084,23587930,16130767354
54.013351102,93415285,18841228906,13393960,17543833186
55.013573508,83516723,19445004546,10664846,23550236222
56.013816693,61102767,16072940538,6802007,22732609442
57.014011636,44141435,14262066703,6972004,20232832696
58.014244553,80570027,17993261906,8116253,15317941811
59.01446927,123882016,21961424545,20837547,16196334840
60.014679414,120266808,21391486087,18266261,15434087116
61.015619881,112484578,20571383671,20721071,14257724984
62.015882715,75956164,16041914317,13469308,12651209004
63.016130304,74495611,17376113576,14471757,15431740136
64.016340555,55696106,16086789693,5535337,19254964039
65.016555726,44344444,11331447009,5557907,16234913730
66.016847493,26051124,9329133177,4839762,12727263643
67.017089604,43201847,9925555389,6593657,8857885574
68.017317804,81870054,15912464345,11546258,11017913717
69.017537732,113283779,21282477042,17452778,15337031219
70.017765251,108239960,20151865792,20365347,13781901761
71.018006889,79359085,18042619776,14385498,13633515536
72.018298727,75716802,16713984226,12871046,16778890762
73.018530732,55094231,15173379071,5859565,19960928326
74.018832585,34417323,10687214820,5325145,15790395346
75.019139709,20789506,7206578275,3767973,9575822843
76.019388264,38837596,9908481097,3609888,6850538847
77.019694553,77875013,16248935304,11593479,10999390157
78.019919721,111953567,21074274525,18790390,14803106990
79.020147273,106196586,19054661982,16385987,13653739578
80.02039346,77405840,17286660914,14883371,14194610541
81.020603722,70816160,16733470350,12939815,15951391859
82.020815675,60153996,16968187669,6392748,20565828067
83.021062593,27957193,9771903195,5031123,15185216716
84.021286174,48098933,13305284213,5603447,13356876232
85.021506829,62801338,11796157207,7594745,8478012980
86.021745593,52289599,12891071341,9863730,7998178366
87.021964353,113387568,20995123167,17946390,14320124611
88.022231709,89084117,18165669246,11494258,15702945443
89.022572147,42220558,10821232056,5900816,10810862474
90.022788417,12077922,5156995760,2497664,6853892499
91.023079802,23659573,8317326603,4709588,10010670989
92.023395167,17380477,5054023131,4058097,7130761519
93.023662837,15412335,4713811978,4978018,6339198922
94.023960011,10499178,5374400166,2344121,6911289394
95.024266399,14522997,5383050894,1555651,7165091601
96.024537622,7386402,4543369568,1880315,7076034231
97.024776262,13783322,5550984602,2419994,6535269086
98.0249856,71578044,17751898741,9715314,14737825227
99.02519778,156000251,24062939928,14669885,19073304106
100.025416728,165868511,24032502943,17572393,21465535147
101.025659267,152981164,22162627832,19826387,20170988346
102.02591002,110942618,20894293876,11293053,16404204720
103.026106003,125187566,19896226972,20228616,15562977377
104.026316055,88621530,20326814176,10383471,14984231050
105.026540047,65037896,14047972375,7927351,11481596457
106.026749435,63704718,15144616477,3472517,10867649025
107.027174544,45519016,9087051259,6153396,7615776092
108.027530078,1251828,259390626,275670,97171494
109.027841358,14391891,2429775190,1501519,1458891632
110.028531974,451468,125649174,124444,34041213
111.029663429,367904,100622779,79308,10566244
112.030626362,605537,155692333,166030,37646809
113.031064158,1047912,227374324,346651,88907186
114.031371375,8923652,2136751396,1352153,1322904603
115.031625851,35975935,8424500416,1355122,5949229769
116.031946079,36352803,9406804181,1836206,5505266410
117.032212367,32634486,7525025530,2442629,5077825363
118.032899435,7226101,1673663908,989919,1192825308
119.03330121,3336475,663406991,488485,382892736
120.033559769,30069147,7400673679,1410423,5057869990
121.033878404,50010720,9814836939,4134462,7180837657
122.034074543,33685568,7258376442,9076527,4309161721
123.034637497,3563856,830502030,1403433,377645562
124.03561034,1471268,311251311,398510,122744814
125.035964282,2654160,629791495,476061,389810865
126.036220853,39054901,8190517820,1352968,5701143417
127.036449216,41107671,9133608421,3844048,6704283900
128.036708861,29876748,6642520876,3125710,4354930022
129.037158372,23392959,3694103171,2808957,2510515035
129.961075394,7391696,1290779213,929404,510890428
