time,LLC-store-misses,LLC-stores,instructions
1.000253132,2272301,8100257,3995003132
2.000531159,4470678,12754981,8401169447
3.000936297,1460837,7077577,4487450853
4.001816717,139177,221743,22937254
5.002076333,2786723,9297817,5152117188
6.002354404,1163065,7320775,4989897536
7.002646802,991645,7292321,4429899740
8.002950871,862490,2811963,5097878582
9.003179932,1144059,7109016,4462109287
10.00347479,1350315,6310096,2834966966
11.003718923,1328006,5982993,3941498333
12.004003263,3078216,9769053,3800383826
13.004285999,992708,2242865,638087662
14.004485967,2458027,9713481,5898872064
15.004763852,3698356,11524798,5528015736
16.005055486,3272123,10806199,5093542210
17.005472352,1484581,4757600,3385248800
18.005848478,157340,342441,100729860
19.006045212,11623651,39608882,15638452018
20.006244706,16779322,47151045,21620445067
21.006460487,15788412,45488864,22476381616
22.006665714,12022840,45299030,20371167738
23.006868871,18269833,55840012,17880617106
24.007064199,6316953,52348477,18322948767
25.007264941,4053457,32071569,24144288739
26.007529305,3212443,16106991,28832682239
27.007732311,907252,8919227,29642233677
28.007955555,1191980,9775581,26816746460
29.008181171,2174991,12731474,26269840465
30.008373711,1805133,14816514,32171209665
31.008592837,1754706,21842041,34659130274
32.008758759,2191456,10766858,30830300556
33.008945171,5546982,12670077,29974510618
34.009136174,2026860,9053307,26733404264
35.009338713,1762286,10783509,28431436826
36.00953412,715179,4855486,27685635749
37.009730832,1629996,3586445,29974419614
38.009916061,4912336,14216428,29708277438
39.010101113,5269231,15417245,30468654289
40.010278731,4964603,11645629,33754973401
41.010536701,4402282,10895629,21488392888
42.010726676,7675393,28096171,16634059491
43.010915497,14716489,43896313,20819151428
44.011107355,15554376,48071734,21670435869
45.011305074,17481996,55353699,20391074751
46.011484305,8849574,47225801,19469541558
47.011680515,9827077,51615471,19431772364
48.011898274,5507380,30037278,22271152717
49.012088359,2494629,21223799,24933289457
50.012301245,1743076,11949810,28025182424
51.012507784,1969600,11966648,26263713388
52.012720915,1404300,12418377,28259083193
53.012914266,1661241,18930367,31398135421
54.013105048,2259083,18164181,33051554092
55.013334135,1310137,8671974,28163537020
56.277179838,5314726,18037892,32455752696
57.277353383,1950314,8794021,29465643298
58.277533137,1807082,9563640,29302910481
59.277728858,725206,5186400,30029396399
60.277920088,2416454,5342223,32096701459
61.27810752,5208260,18990221,29655192869
62.278298469,4558535,10956311,34660627071
63.278499575,5429911,13582064,29786222708
64.278692807,5357363,14738128,19290128443
65.278871945,9957456,36602015,20614558686
66.279062446,15698111,44029719,22215115915
67.279266451,13546307,42533072,21078162826
68.279467377,20031751,58902249,19434209231
69.279657491,8736607,43979813,20648178781
70.279841073,7728967,36326184,22174574144
71.280033215,8536045,29051344,21469527594
72.280225911,2518525,10270214,25584823688
73.28042642,2165357,8731389,25766664534
74.280608929,1148579,9331436,22193922829
75.280735146,1793918,14754673,24884442725
76.280919567,907610,14388287,27860609482
77.281134712,2803506,8221073,22958014550
78.28137048,3573448,8481994,21274755817
79.281607971,608520,5457574,19705699871
80.281799638,804029,5905064,22442194130
81.281994464,1373513,2465220,22354643843
82.282198747,4100365,8726170,22216736770
83.282416606,3812291,11653781,23580042109
84.282633268,3513999,7585991,21349020843
85.282853111,4868942,12201968,13166643849
86.283055857,11168204,36111515,19648938229
87.283260536,12433961,34970378,23877319067
88.283491184,11967076,38257508,18140081678
89.28367532,12078878,40795639,15756758798
90.283890331,5727138,31173195,17216990791
91.284065814,2738523,16338549,20091372897
92.284268687,1277957,8689252,19120171128
93.284464264,758691,6388701,22053139238
94.284646394,1573778,9382599,22131078850
95.284824501,1396389,17065970,26877929455
96.284999685,789450,16225489,27238147073
97.285195026,3107486,9082468,23237051097
98.285389951,2985320,9303826,20874979287
99.28563236,1128520,5917458,18399378517
100.285886477,1297603,5570584,16353025020
101.428756545,1341449,4822091,24265551620
102.428942802,3039113,6302214,22352668445
103.429139435,3991757,9451457,23265010301
104.429356032,3848455,10374419,22742679165
105.429747897,2860454,6687078,12113052891
106.730375879,8361987,22542218,15534977480
107.730604623,10610133,32733067,15018960874
108.73077988,10977815,38803749,16173815510
109.730969433,14526572,40408926,18431250521
110.731167341,6723029,25828386,17782913659
111.731382633,7173118,25114769,16492374558
112.731601967,3124974,15046328,21285077910
113.731823191,1911281,9158409,17925300436
114.732029281,738354,6074850,17286335871
115.732269178,1238568,8631720,17651716669
116.732468719,1058684,9711039,21190487025
117.732724551,2425721,10193912,20536097263
118.732909961,1868519,4841440,16655112444
119.733104718,2106111,6164655,16565584986
120.733332199,531898,3827813,17032168194
121.733555073,1490775,4528264,16508069182
122.733786438,2801450,5723897,17822614824
123.733987761,3160693,8094181,17716476705
124.734151823,2780336,6543568,14827694655
125.734350722,7230966,13873124,27553688521
126.734617998,4880726,14286892,12924653767
127.734823712,7754224,22203815,12884644871
128.735040306,10153699,30879692,14562427369
129.735275972,7886537,29127927,14606698512
130.735541696,4701414,19161077,12636645918
131.735750362,2719559,15942408,15379951534
132.735973077,1239874,7949587,16987636806
133.736160031,760477,5718204,16611472747
134.736359572,1612277,10157419,19234934800
135.736549096,962972,9792228,20995882143
136.736753046,971386,9919512,21019413704
137.736923808,2551430,5733104,16729446438
138.737142923,2203009,6245172,16415834437
139.737378037,628011,4832180,17003259124
140.73760574,1525484,4464938,17214003024
141.737841171,1568913,3684363,16722797526
142.738057389,3244375,7658046,17368800502
143.738281087,3914870,8367350,19067607667
144.738459976,3555815,7893885,14199817055
145.73870012,4498562,10016465,4098010849
146.7388778,4006210,13829119,6938012797
147.739067521,10958800,30508085,17549290775
148.739301735,8275817,27401846,15965665972
149.739497155,15633060,32581451,10695280001
150.73974562,2331998,20314753,14865547780
151.739981052,1178467,7481190,16499227777
152.740199746,1668913,7473402,14751781328
153.740406312,535005,4775732,16675811490
154.740633129,919716,8334904,19721830923
155.740824718,1053480,13932607,22635085978
156.741061907,1879440,8075571,19191521830
157.741284013,2382534,6146327,16625236540
158.741516712,1210218,5609947,16652040086
159.741733438,1020409,3935681,17073154156
160.741951974,1249914,2778836,16627917307
161.742156631,3082064,7178209,15736984303
162.742382261,3436133,8785480,17902315060
163.742596916,3603836,7985630,17443303071
164.742774384,2786223,6570968,8250756470
165.742966257,8036408,19325979,20835651766
