time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000253246,2345244,737544,316257,1614406,3737773562
2.000566882,6324505,890857,824598,3067241,8102825638
3.000911422,5153111,802530,496436,1478921,5156624542
4.001453193,275335,49286,67340,17504,48531944
5.001811744,5483115,686785,505412,1225458,5689395578
6.002082392,5695483,654312,404126,1702574,4290534489
7.002431918,5395654,963851,543268,2297995,4829175682
8.002771919,4833275,424282,179475,556840,5160834228
9.003041186,6477597,728732,589696,2571909,4318067457
10.003357543,4813568,987141,440260,1236125,3127303929
11.003688154,4955111,1198180,436034,1103498,3796198127
12.003971867,4324024,960393,368025,1380074,4310797590
13.004379465,4707131,1075512,502711,1813516,4119712693
14.004708648,4421486,974298,590974,2565230,5989434923
15.005111294,4594486,1107942,489598,1624991,5168600821
16.005350043,4683288,1114939,487726,2217386,5197975141
17.005689429,2257029,396876,232626,591986,2052178217
18.005933178,1049288,249154,121303,220283,1135090681
19.006155268,18153360,6816594,2034400,13133489,18309401697
20.006377993,27211008,7091554,2734246,14089543,21618602172
21.006616925,24298964,7179795,2369941,13078893,21308064750
22.006883157,20063556,6245742,2010657,14545449,19878917369
23.007110586,17874811,6630355,2173274,10121359,16321911062
24.007360258,25010123,6507799,2250614,10127663,15999933903
25.007627151,30441114,7265823,2386549,12907095,24614943623
26.007890363,9663833,2114739,892916,4777615,31015754622
27.008140884,4469334,768279,508250,2579207,31949574253
28.00838336,4731521,814912,498990,1604032,31378174691
29.008611798,4974027,1426001,562102,3532266,26364034833
30.008854665,12667800,783872,465557,2272861,31957018044
31.009103141,20948173,461257,199255,1413624,30618902549
32.009354458,20261456,1031594,721847,2376496,27284749680
33.009576158,11288192,902852,835512,2045921,14595529908
34.009816081,11846503,2366462,1385145,6819413,12803259925
35.010048223,11146149,2632127,1203067,7029261,13092221127
36.010264696,12509259,2964923,1394394,5801390,12202222536
37.010503266,23160347,5337270,1920449,10711350,16688703427
38.010744968,17235835,4139480,1656422,8236870,21695779989
39.011034359,10525347,1984629,1044269,5585874,22184414938
40.01130002,5696848,694120,707623,2503933,19787305482
41.01163623,5436702,564890,474762,1342313,15376730606
42.011923363,1510840,186155,271348,264199,6908542880
43.012202096,4336781,915838,423365,1289244,10477139799
44.012456311,12790175,2249727,1139191,5507789,11505816789
45.012795328,6746585,925720,426451,2696746,14920741606
46.013064869,4113493,392596,137063,590059,12798891798
47.013363825,4143783,390306,139195,525345,12940861211
48.013653523,4184717,406634,140408,604345,12964938032
49.013982759,3903312,352822,124899,479172,12938971560
50.014257318,4773021,424969,332319,647855,6539741348
51.014715137,1130552,259266,190734,290225,494872122
52.015456534,2392837,540772,262927,1042602,1905109487
53.016365116,72105,32420,13329,8149,12649372
54.017320747,91579,38611,14676,28070,27950674
55.018511068,68765,29219,12549,5999,10967740
56.019432596,91602,31076,23006,7177,20197725
57.020424913,333414,56576,69891,25787,108186070
58.020776237,3283462,870890,491882,1650499,4122981385
59.021174735,5514905,1040959,691993,2518968,6644236963
60.021516641,4515585,1107447,500265,1859503,5064798991
61.021969547,2694049,624603,273065,1293134,2776529627
62.022558421,354842,97633,37562,93004,316246151
63.022823093,8484569,5999551,1049205,6756235,10689867864
64.023053796,26121890,8462263,2545618,14310051,19770507461
65.023303811,22698901,6692573,2356972,10759912,21402456246
66.023549571,24240647,7698436,2334974,13761753,21402014763
67.023817083,19889114,6792859,2062854,9894177,18456575259
68.024085769,18684632,5057228,2345065,6650518,15224446553
69.0243314,41145028,7185857,2874908,13698993,18850691605
70.024586959,6922893,901656,624955,3606863,14078074610
71.024846984,8924388,1670871,789891,7432477,31066597345
72.025088644,4594816,780624,423024,6255048,31296396075
73.025336302,6395961,1597995,692903,6779733,29583241212
74.025589114,4091364,607479,402229,5385286,28710137184
75.025831538,4518141,800122,427436,5267241,32877408723
76.088047667,5287439,735338,322124,2374517,37522478022
77.088285373,7293623,1311966,849341,3334676,31542575831
78.08851166,14687961,3317239,1964378,8488924,19452768213
79.088751803,22519888,6339472,2331920,13133366,19475754477
80.08900211,24371238,6947143,2422617,14357134,20712275086
81.089270747,26759505,6912793,2646459,14926835,20126916125
82.089501165,23981005,7552388,2226711,13517487,18340794775
83.090013051,23717728,6540441,2442348,11894555,18262835427
84.09026978,26578306,5427282,2047149,11279803,19184445616
85.090505256,18333961,3767440,1534384,11518653,26207328409
86.090769771,8850626,1989237,878416,9677630,28638669752
87.091014482,5138564,1147919,458987,7533047,29843998278
88.091246204,5112750,1409241,540099,8748843,29868195509
89.091496753,5611703,1285183,705693,7433211,32540715775
90.091731734,4955158,918243,446230,5300858,34624018780
91.091991254,5908262,1019994,560866,3408684,32371386806
92.092213286,6003913,1080115,831722,2698183,20487046244
93.092442765,16245475,4297602,1941201,9911088,18692519728
