time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000273525,2743120,806116,372321,1887612,4270476571
2.000580955,6807209,927958,852709,2937764,8482218860
3.000975306,4381687,717495,434146,1218892,4196689600
4.001318081,223116,69788,26251,65544,213378398
5.001673006,6277255,745593,605459,1295168,6105383936
6.002017889,5814094,695808,465400,1987319,4411154382
7.00236399,5002046,1045786,508966,1988566,4638494016
8.002626361,5409731,411005,194252,704885,5548394225
9.002920572,6012922,811621,551835,2437916,4183283149
10.003221853,4594086,1147091,410129,1177618,3635003249
11.003509694,4413674,1025380,382159,1510109,3289308969
12.003803328,1182155,318416,171034,217915,836037287
13.004076402,4464918,948774,604490,2759937,6125353339
14.004411184,4652477,1145919,519801,1775342,5248075466
15.004718059,4686953,1192914,482448,1947745,5066700971
16.005189338,3644083,498602,372004,1067911,3664286239
17.005714354,353421,70337,34622,71648,246667215
18.00596034,16064829,5782616,1831856,11116052,16506288172
19.00621093,33122966,6976375,2862905,15060141,21260553251
20.006467086,23918444,6840156,2368718,12828117,21377810005
21.006744304,22814363,5773215,2170885,14660628,20552370135
22.006981884,19977842,7011427,1989379,11277551,18374782689
23.007234253,21473427,5546847,2465552,8272478,15627895467
24.007476507,28415812,4931755,3846406,11928841,21781323626
25.007710388,13339698,2723327,3595075,5201577,32404601978
26.007966535,8633839,1177868,4834436,2279788,38778031755
27.008241032,8823932,1641771,4289575,3017260,35156216923
28.008499069,9677280,3098381,1543132,5600170,9554862272
29.008750847,22114872,5567759,2204919,10296964,18860689983
30.008990551,27801369,7233872,2510504,12834493,21286942407
31.009222164,29272110,7643919,2466875,13649071,21046141390
32.009462425,22930187,6757477,2316000,10804570,17309906704
33.009711395,24410252,6058371,2769232,10303799,19235799599
34.009934095,25119037,5815789,2798847,9231161,23079071231
35.017357308,19863639,3590062,2825592,7147743,29091027550
36.017597064,13196057,2094140,3000412,4671976,35429712871
37.017883548,8902526,1498741,2616702,2716313,29304394204
38.01816207,8989393,2008121,2270901,4275527,17290706075
39.018399381,18627895,4636052,2343112,9982228,19554639345
40.018681021,23417900,6293456,2419564,12267213,19892479995
41.018932853,25985329,6276289,2360926,14313099,19689687164
42.019182634,24860528,6940536,2186967,12994030,18969489587
43.019433673,21897790,6163948,2175988,10854356,15859076732
44.019687628,24215481,5430761,3115676,11403306,19562473739
45.019966989,18000062,3793624,3103849,7494184,25916926933
46.020210623,13071844,2173682,3079264,5176150,25256198185
47.020498015,7517581,1483510,2759182,3076165,24081810065
48.020747634,7740885,1646718,2332867,4155947,19210610984
49.021038103,16913613,3546443,2424938,7525172,19807128352
50.021279638,20380607,4990013,1980023,9595335,15719737470
51.021512155,26616464,6836983,2519971,12912374,18990489236
52.021757922,29152298,7129400,2815365,15194632,19619748419
53.022004266,24213827,6465356,2682777,11809260,20800040929
54.022248796,20981545,5323682,2850041,9513249,21707496656
55.022495101,17601663,3915605,3249058,8055170,25044049786
56.022715716,13018525,2046899,2880774,5182202,26097843164
57.022947057,10106446,2329720,2237748,5151875,24546159877
58.023218517,11248478,2457354,1830387,4609438,18897995061
59.023471926,16446223,3224953,1608437,6981035,14769217149
60.02371174,22594752,5533267,1991501,9924270,16525097690
61.023966439,28775029,6779031,2358952,14574941,19712870798
62.024222769,26421141,6997414,2567115,12858729,22303289299
63.024487691,23517737,6032585,2735147,11136553,19730736336
64.024730334,20859487,5322635,3290360,9696051,22511624201
65.02497623,15599283,2790420,2576491,6201591,20015954761
66.025208949,15777010,2997545,3324299,7350784,28724797167
67.025452147,15715485,2986125,2854735,6008853,24010581323
68.025713654,15491411,3053174,2215420,6242526,18891603667
69.025986994,14203501,3184549,1311883,4983913,10916172594
70.026254921,13056330,1768677,1504545,4855403,11114241273
71.026533253,7075540,1461513,1392442,1957516,11211945363
72.026781471,8093038,922445,1739231,3108688,13114728109
73.027112089,3852604,585440,944722,958419,9044137059
74.027459515,2232890,288447,593264,468995,7296848375
75.027796019,1445500,238662,236036,334417,864563388
76.028092007,5084615,1242215,484410,1388637,5041729329
77.029174588,505136,91230,96713,75640,296326030
77.500639193,1366279,304761,219141,376370,787356216
