time,r01c2,FP Instructions,SSE Instructions,instructions
1.000219887,4817021302,3490540,1093861,3992080466
2.00057606,9314459866,6327840,5232471,7866371291
3.000880565,5735837646,4170761,2343075,4901984172
4.001257608,430869199,201119,106574,325267050
5.001538275,6543329954,6855641,2843617,5504716350
6.00181568,5371902794,7390444,2622568,4419721904
7.002136214,5864789463,4095749,1750074,4824610025
8.002458119,5769956649,2197784,350403,5243020499
9.002771198,5237307543,2839642,1564212,4295616054
10.002996567,4003491766,5034848,1235412,3345548236
11.003338315,4573676964,4538298,1169719,3725222479
12.003647972,2783492082,2163553,606438,2270732573
13.003926024,7165253539,3507586,2633050,6024143556
14.004229534,6014957480,4100109,2061308,5163230830
15.004512316,6110587015,4093013,1863704,5056398619
16.00571467,3833663116,2389589,1756382,3314624174
17.005924105,1312407277,1140494,273886,1107329691
18.006122334,22826809695,11819850,6091648,18942646724
19.006339756,25745935214,11150971,9455981,21512898860
20.006568688,25404766757,13620440,10737561,21761543227
21.006800755,23823357012,15758837,7703756,19451855869
22.007029144,21471173631,18221872,5499810,17226331724
23.00724322,19664732917,15790318,6253235,16076018621
24.007473814,26306265237,13335225,24145041,21937902540
25.007681057,30722473286,14859914,35953742,25456286930
26.007895717,33479712093,16314789,38850717,28051288725
27.012322101,28744746883,15250153,37407664,24620485261
28.012550673,34639333975,17391599,41652092,29269888188
29.012785603,32405569684,16536053,40636532,27473749926
30.01301893,34420680120,17947438,44059826,29693652175
31.013270951,34371920516,17345624,42184161,29169499564
32.013507953,35837472191,18792458,45904033,31003119035
33.013740053,29826474299,15759790,37637011,25776553524
34.01397616,16787925384,8467874,13360772,14239178275
35.014175772,22947251715,12073749,7611810,19223994447
36.014389042,24905108779,12191361,8361379,20839688127
37.014599598,24478027993,13357908,8850121,20799612741
38.014815939,23158160049,16709280,6520069,18878874787
39.015032198,21823991250,16895997,9346485,17865721670
40.015284592,22800847084,15550430,13295297,18608034273
41.017610177,27902584806,14836749,28386200,23131599043
42.017833688,31058798097,15505506,36191737,26003059153
43.018081784,30511881310,16374275,39921426,26199180215
44.018305869,34001473327,18206993,43470285,29348557015
45.018522629,32265368123,17241099,42181445,27702751497
46.018735929,30986610113,16219481,40330012,26326648023
47.018947899,32263252215,16720821,41194337,27348202920
48.019179669,32324500241,16735540,41438058,27355477044
49.019403827,32984797415,17785868,43098071,28509936255
50.0196855,26285879626,14102436,32013145,22634247278
51.019900687,20656351202,10950534,12211950,17464946607
52.020131234,23857834626,12184879,7983679,20000393953
53.020352792,25392096526,13011935,9112425,21076201919
54.020568459,23568681844,14106323,8304953,20068214681
55.020780113,20361535245,15993161,5613618,16921189484
56.021052693,19782604096,14379782,9285671,16047922550
57.021282304,22313436728,11852741,21256745,18583319310
58.021516284,25794029571,12950628,30106165,21946026465
59.021756337,26124784682,13665905,32317668,22585475688
60.021991889,26250676222,13468378,31409666,22358702845
61.022205938,26062046082,13498135,31793804,22324583149
62.022476548,25465563952,13502739,32105790,22121177988
63.022763794,19636558556,10975895,26312257,17236268471
64.023013753,19624412433,10513281,25001688,16772643057
65.02332542,15919156718,8423993,19736959,13786584094
66.023548952,17042604131,8552625,9892250,14429010142
67.023762736,18219358034,9179934,6801757,15504627280
68.023963576,17913601021,11633756,5334576,15064155525
69.024210321,19921649845,12840960,6547568,16473473406
70.024455637,19696319383,12829739,9069116,16217803978
71.024672405,18060615999,10646538,15676480,14856926388
72.024932552,19781782816,10185271,22973084,17085529478
73.025204029,19370654855,10163549,23607041,16790180182
74.025462502,19615112862,10813851,23856907,17061898455
75.025719422,19394973554,10437400,23656990,16705973211
76.025990244,19126942090,10148459,23591471,16552737867
77.026253869,19549715087,10354206,24078892,16993076964
78.026499419,18538937384,9972624,22864701,16143133964
79.026715697,12168380854,6345418,9074199,10388541358
80.026962132,14782271731,7388985,4542616,12495770920
81.027193668,17451790954,10996406,5349156,14613769132
82.027398287,16044509102,11308239,4922928,13428464533
83.027619394,16706375891,10892191,10047256,13770554975
84.027879064,17473297483,12042809,15404810,14683458562
85.028134021,18859227724,10232446,20921323,16327389371
86.028375956,18894328981,10242523,23291282,16425629496
87.028671057,19575640704,10414869,23590841,16724293080
88.028972573,19190225149,10625177,24121371,16744306815
89.02926281,19615309857,11119902,24113293,17002584992
90.02955383,19057539006,10354313,23625310,16473719938
91.029821323,14339883944,8126365,17771909,12604995543
92.030068024,7845044711,4319488,9147781,6787089013
93.030293632,9312672291,4743438,5587465,7896355441
94.030553569,13888758761,7787391,4884199,11732399839
95.030798409,16169572871,10244319,5375896,13560618783
96.031008182,17475609365,11111866,5403400,14466683769
97.031266592,15872639451,12284901,9237312,13273105855
98.031516802,16088484581,10245463,13580132,13610578647
99.031774363,19385190885,10257224,20356653,16524834077
100.032063411,19543919058,10660566,23627208,17026336505
101.032291404,19137652427,10487920,23453571,16604429779
102.032494969,19179663318,11021699,23491818,16689807143
103.03277474,19307642279,10560749,23446048,16730035659
104.032993521,18887120377,10611375,23967705,16640830350
105.033206472,14616644985,8101873,17736804,12745746333
106.033527363,8876636283,5027251,10523398,7698830271
107.033819756,8998864908,4611391,5279355,7583877329
108.034055136,13486841921,7116049,4391905,11450582279
109.034271654,15888168999,10466760,5123466,13452005440
110.034513401,17984552950,11951902,5729591,14956747517
111.034784685,16176270197,11562109,9925224,13530049559
112.035028515,17025143140,10798828,14113999,14264563237
113.035281318,19198289614,10127901,20911191,16451056770
114.035511903,19304575746,10296448,24020334,16821982597
115.035735553,19666818966,10102751,23466106,16616069304
116.036009756,19147823950,10695911,24165891,16671216290
117.03619647,19159900329,10284523,24175875,16627905611
118.036448258,19257868116,10421302,24519949,16781178167
119.036719467,14089088737,7677952,17595055,12214999376
120.037039994,7980741406,4548892,10071598,7008146918
121.037258809,9114996559,4790941,5967545,7737455839
