time,cache-references,mem-loads,cache-misses,mem-stores,instructions
1.000269457,43479430,0,3201275,527289493,3855363918
2.000588073,81693324,0,6351963,1011402227,7856363755
3.000969841,66967441,0,4067859,666203875,5267044740
4.001430527,1736769,0,298602,4848120,28889290
5.0018073,68441039,0,7085000,725850536,5848444962
6.002116997,61482262,0,2968159,650281468,4716754986
7.002436171,55975077,0,3267740,613779305,4602922334
8.002737022,47646475,0,1839337,455246692,5199094507
9.00306226,56432491,0,3020623,609451705,4276757953
10.003386695,52544246,0,4727760,451123196,3466679788
11.003655022,47743713,0,5527287,514014784,3977636624
12.00395066,43343359,0,4604601,375824576,2773050264
13.004224691,59813936,0,3699090,764570844,5652588545
14.004551748,68941927,0,5492799,703788693,5569469031
15.004901521,65127771,0,5983830,700162145,5270980439
16.005925287,36148371,0,2880585,434214854,3430905029
17.006447045,2489050,0,459497,13978092,92265526
18.006684044,223778035,0,22221397,2098235085,15201244531
19.007003333,362522201,0,53024391,2740185274,21555199795
20.007264121,339886857,0,56336348,2694456269,21713365164
21.007509552,299437800,0,40742895,2622538886,20390357106
22.007750578,269674341,0,50095447,2101972742,16764802077
23.007999224,263031586,0,37280256,1998594565,15588181940
24.008244049,295290470,0,9193359,3139436262,25395192363
25.008493005,222920019,0,12512892,3806720100,34246729600
26.00875181,125496431,0,8858812,3882362722,36135408693
27.00905553,133731427,0,12117604,3213550235,28346341263
28.00932512,199628051,0,17609896,2397366491,17984938284
29.009562608,299102904,0,40010783,2513439134,19869494762
30.009827695,335143325,0,46873042,2765694924,21557758289
31.010078867,316557177,0,44775228,2568135441,20265065444
32.010337528,272401194,0,50255482,2249198375,17955356187
33.010589045,266988770,0,31690233,2521684425,19869782875
34.010827638,270693105,0,25570961,3081903694,25797546854
35.011080556,213189563,0,10794225,3602030063,31426880640
36.01132226,148556538,0,10269885,3840740485,34824161615
37.011562125,105089871,0,9185871,2832695893,25390741414
38.011803658,141607835,0,11542650,2232918506,17654054736
39.012029924,262335263,0,30977439,2317349546,18071730231
40.012264514,292400511,0,37755578,2599440413,20313764594
41.012517723,281237912,0,43346913,2420165636,18982620944
42.012778034,274114823,0,39972907,2365349514,18807783586
43.013049362,251446376,0,31674310,2374664843,18961940847
44.01329718,179120510,0,14400337,2526411532,20992200405
45.01357981,120166228,0,6622455,3102783976,27742558250
46.013809154,82237420,0,7531200,2659598885,23883155795
47.014198913,65021493,0,5996085,1355896459,11445252509
48.014439162,147910443,0,12276172,1718744211,12310107739
49.014675852,295459358,0,41947839,2531292165,20256923799
50.014939116,243121354,0,29393411,2268114332,17792278874
51.015174316,203690112,0,43638229,1831216463,14866629745
52.015425792,186572059,0,16604034,2232013954,17408278660
53.015678121,171490781,0,9831778,2785324478,23992512928
54.015896821,98181671,0,7276839,3084113798,28101217240
55.016235597,89983118,0,6625567,2217106333,19258274936
56.016485326,124336888,0,10451532,1741993914,13432128942
57.016709497,225227420,0,27334982,2256762580,17755416583
58.016987136,218730621,0,22674827,2087797403,16092874162
59.017243612,188062503,0,27636563,1782368606,14161383079
60.017525355,144880136,0,19319357,1774209239,14447687192
61.017794322,119261201,0,14896853,1929302994,16405985028
62.01805275,108783834,0,6748603,2353690027,20598129084
63.018348055,55193858,0,4665156,1676308132,15334706426
64.018611979,86470630,0,6770358,1610501815,13399016533
65.018905146,107640014,0,10646682,1185117387,9433956113
66.019199026,104127283,0,9807255,1064556046,7910004424
67.019440411,169915699,0,16831438,1563935469,12295966764
68.019675924,186378552,0,20170045,2135170208,17674310737
69.019955839,137127917,0,20431162,1901116483,16317725596
70.020302046,115697086,0,15985387,1559238172,12752134753
71.020614599,87082690,0,5153731,1570976478,13272733825
72.020860101,98889367,0,6965200,2191727563,19088674784
73.02111359,125955439,0,11638562,1856656999,16032044768
74.021476115,79563280,0,7231648,1012888667,7863629082
75.021776703,96841882,0,8430762,1129505864,8293035078
76.02202289,168119625,0,18834744,2107315683,17495158374
77.022302814,161491406,0,17868083,2204505068,18618843394
78.022587025,120549608,0,18857833,1532653355,12583325735
79.022809863,104995446,0,7099483,1217942055,9380883153
80.023066761,138802473,0,8612319,2292221744,19091394044
81.023305238,128295925,0,11908644,2466506706,21751468758
82.023639197,96102472,0,8393150,1600104066,13392829511
83.023938666,101689963,0,12486482,1036120922,7598519721
84.024185331,170329811,0,17148026,2089785163,16927776992
85.024509713,133210639,0,15020001,1951339999,16093158033
86.024754616,55887988,0,5735473,1172870941,9832817913
87.025048526,37562675,0,5857749,1087613612,10449170371
88.025392171,23320753,0,4499049,656259478,7438770986
89.025733532,19180244,0,5138123,544495332,6476333014
90.026048047,18131088,0,4432172,1038007179,6900856622
91.026405046,26416304,0,2365956,865737283,6985239612
92.02679047,17592656,0,2809642,1203986112,7310269828
93.027235038,18695384,0,3628104,958570241,5790185664
94.02753912,86137068,0,8316192,1590841758,11405087100
95.027781193,269582528,0,26769809,2546228314,19416771468
96.02802771,349191518,0,24399039,2696333218,20549476848
97.028347822,264785568,0,23409328,2868678370,21906883529
98.028585245,165627202,0,18033521,1846080073,13911670663
99.028828613,173125286,0,17874279,1861704779,14295994954
100.029091482,180099746,0,16246549,2029762357,15548109003
101.029433009,122361605,0,11691082,1613852984,12231523742
102.029749713,114022153,0,6637701,1276624916,9742108081
103.030104379,87514967,0,6177653,1264755388,9407557566
104.030640115,36611621,0,4313619,478539632,3650168588
105.031782346,3380354,0,595045,17680081,116688864
106.03274425,26453921,0,2740005,195586342,1369872961
107.033866875,1084334,0,212459,1694570,10522437
108.034797589,1686616,0,322300,4711040,28609818
109.035916634,1287591,0,242579,3509248,21217577
110.036853608,2427335,0,525184,13409336,94772387
111.037219632,25397679,0,2850783,253426134,1826899457
112.0374941,65060977,0,3900764,830585456,6248733082
113.037785837,65444811,0,6942735,610895256,4825523427
114.038214023,64546950,0,4223425,767148737,5686959806
115.038854103,3163650,0,494658,20602372,155949316
116.039219634,12077763,0,1767985,104044461,774934823
117.039488683,70686652,0,5143454,854396327,6509562046
118.039833868,64261412,0,5807114,784671387,6140821465
119.040257177,48254307,0,6894961,418463723,3150099592
120.040939284,2400557,0,451255,10560024,65370242
121.041272058,11537527,0,1317790,118539771,873290545
122.041612742,71827694,0,5723371,874554663,6715976595
123.041902957,65002186,0,5447730,749138993,5773380934
124.042173298,60799949,0,4592954,590608879,4672426017
125.042712348,23916927,0,3718950,187827412,1519623253
126.043827706,3646820,0,604619,23526086,154844956
126.697295632,12249885,0,1029331,66527334,430548944
