time,L1-icache-load-misses,branch-misses,branches,instructions
1.00029275,36298811,43357378,710153702,3933672696
2.000574219,38957456,80029841,1517104683,8291273650
3.000869986,30336661,43402300,872732622,4747358695
4.001638112,1283063,558008,3185042,16563991
5.001948108,30092645,36859412,852155429,4557157210
6.002247117,32739164,42376477,933650661,4994199403
7.002548334,35643808,64745253,776009737,4312869992
8.002814785,18957536,18979955,950816885,5303419530
9.003092946,27315388,51269200,884858221,4622089468
10.003359223,30247723,41026519,618504371,3317558306
11.003673443,35934829,43545729,1062514879,5715220436
12.004020212,36497985,37560690,691446373,3783151399
13.004240283,42408463,57207569,872213326,4873180143
14.004567548,41129917,56695345,1145304348,6125853811
15.004841508,48216337,51180399,942644373,5074223193
16.005223023,20903529,25745307,387929483,2130527676
17.005678853,8666745,12380781,399706793,2075111768
18.005906117,165948907,153269549,2503761978,13700169167
19.006126153,204173244,253581823,3805309214,20470057545
20.006363101,191448013,194473482,4051634665,21517224891
21.006618448,195898808,211819204,3912623410,21002091986
22.006821721,199334455,170996131,3505817349,17722804430
23.007044256,159001318,138368673,2966996076,15401351067
24.007261695,225538717,230741661,4563551689,23679823610
25.007473974,185633591,156447896,6636264887,33137252903
26.007696948,129600440,101162843,8066553846,39258264832
27.007930586,112678772,111269972,6651887438,32783590241
28.00813767,116570936,170863504,2744650819,15131117085
29.008366118,178063547,190736662,3650996130,19607190572
30.00859574,200396459,231195093,3891375577,20866271514
31.010639603,197132619,199851326,3784360800,19697606063
32.010865441,174799541,164867372,3400269781,17928535144
33.011067082,190942743,191210575,3476373312,18443086542
34.011290537,187216464,170743832,4787038310,24125572077
35.011498857,172100642,158999705,6206885436,30671766821
36.01171718,133319533,118451039,7412185278,36058184352
37.011960697,111118458,102788160,5172477847,25565304132
38.012178078,111724644,125593363,3633265267,18629276177
39.01240032,149522115,175747231,3503674830,18726883379
40.012614875,183496039,208462575,3668003312,19804630421
41.012832825,189159217,206120274,3689147334,19639453864
42.013061455,167791545,185386223,3537429901,18510236224
43.013271624,159843359,160339967,3486763272,17731668556
44.013485635,150913871,156155026,3962270447,20090136467
45.013696089,108493822,121476182,5233241406,25866650881
46.013932145,83833350,79792294,4830032335,23941489114
47.014303344,55260658,63277137,3522527133,17523500028
48.014544247,73603235,102326577,1896406757,10243716152
49.014762122,119162113,151742833,2847196370,15270899488
50.015017546,149483793,172272975,3133954721,16797963863
51.015225894,133082625,153692595,3148666351,16565744792
52.015461224,139106965,158340669,3057501039,15773165428
53.015685769,111819267,125161403,3794821288,19061916016
54.015937188,65717080,70255976,4470799848,21839464367
55.016253804,61780645,67318706,3656443332,18099363227
56.016501024,49201367,75078426,1803330470,9366874917
57.016721633,69125211,103627641,1972420902,10673498674
58.016925966,112336944,126919163,2395117410,12710893809
59.017155515,108340508,135751218,2510547802,13341280972
60.017416376,100397443,119151691,2777306858,14383368170
61.017670448,84609488,97191532,3118901409,15618257079
62.017913255,89216480,103227345,3672503833,18220610824
63.01814715,54498974,59933808,3136065063,15306504294
64.018397565,61616714,81868630,3118846000,15627567693
65.018707619,71380165,91931168,2310467220,12146803301
66.01900741,64166545,78689454,1376845795,7343169030
67.01925267,94497213,117183841,2188640477,11678453419
68.019540475,123883884,158335847,3255542664,17135760908
69.019800458,88933930,101998274,3202788360,16305116094
70.020044143,77452607,100167081,3134998770,15910394271
71.020313948,77961264,89576294,2718050121,13645793658
72.020533578,69944513,92112896,3833092276,18917702308
73.020775422,71813126,97941902,3330178952,16925460411
74.021185673,61083762,64941933,1444019231,7652434336
75.021486359,56781944,76631298,1246310759,6786227677
76.021719538,99923875,121542869,2874432998,14954337712
77.021962726,116795719,128673909,3412998225,17456641775
78.022181831,85477572,100524249,3079008964,15649839295
79.022448991,71537295,83071945,1627982683,8552185609
80.022643745,96550196,115871420,3164471790,16091792859
81.022842103,83253529,104331511,4300595470,21320258774
82.023085421,67927981,85045003,3293017770,16508573717
83.023318785,75628425,88074082,1549496475,8499972788
84.023597332,80734543,96919206,1892501439,9977487114
85.02388355,91691941,112775769,3114558548,15874434589
86.024157641,95477790,103503950,3258209346,16526446811
87.024474824,94107115,121666233,2379127809,12589999722
88.024836827,38570353,17999618,1353571905,6581586494
89.025086252,67943888,54140514,1889314053,9545129738
90.025314619,77836913,82946447,2903780326,14986271974
91.025633355,43963022,45934475,2146358098,12160653334
92.025951995,8991732,9167572,992715993,6593420615
93.026261086,11028618,18612657,1060037415,6634944764
94.026512576,11104109,9658301,1184721829,7090705844
95.026949245,25145966,23295340,1293091583,7208120801
96.027246605,14964242,6643279,1297916431,7095272236
97.02746615,25660659,37364867,1127804225,6391449129
98.02766102,129433947,130950366,3411110709,18131678965
99.02787993,248698455,217826493,3483198111,18144574767
100.028106412,368600466,195632627,4097968205,21680692485
101.02832742,216258526,132966002,3938861370,20708245480
102.028548493,109087325,153808123,2690321524,14513305661
103.028763711,106149877,130748911,2857873450,14920166807
104.029012919,128026478,140721880,2563181527,13866153340
105.029215055,131632803,103483051,2558420825,13339839461
106.02948938,117706847,88335363,2071694181,10921304922
107.029900287,58969167,24647555,983029409,5092267817
108.030315441,2714493,1447308,21347672,113517984
109.030589457,15534536,12205041,170125475,1063674704
110.031616095,4456214,5150656,69011994,383568392
111.032467302,1561259,508479,5710074,28645569
112.033598307,902693,401432,2201108,10922835
113.034508354,1160458,582154,4387099,22264498
114.034764698,14391513,7079626,163925606,947316879
115.035032841,41768334,71462167,1109853257,6105121261
116.035289858,41755280,47930074,976256750,5207375656
117.035593888,45287522,51686730,942810437,5092085336
118.036585595,12450945,16105883,266285198,1448442170
119.03690074,3784073,3221405,52527071,281533321
120.037159546,38816786,59058088,871895192,4783489518
121.037488163,46307377,69593741,1397450002,7518420696
122.037691672,39311129,39627856,810132492,4282143241
123.038577504,3367848,2522890,96772294,421603433
124.039666558,2168516,2113822,35032948,186212326
125.040047725,3045989,2467625,36944268,201192207
126.040343967,39471534,63072400,985409466,5349718222
127.040675352,42870444,64622392,1251043260,6789828561
128.040998549,42093407,41684242,837815416,4370645709
129.041448702,22341564,22157292,515259016,2689643332
130.042623214,7244213,10009820,153755905,836571598
130.232909881,3046581,3552991,36991600,203111855
