time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000252141,20213060,5892244281,942846,3934950692
2.000529599,57662116,10848284467,2904388,8284341110
3.000946956,41600195,6520460418,2101630,4757663525
4.001300511,606179,160075596,162328,23841601
5.00159377,46627086,5977711180,3951442,5257860011
6.00195221,38298536,6454040576,2467436,4354185773
7.002313769,33641592,7456723119,2233431,4556261986
8.002641854,39642399,4565703715,1026821,5252938634
9.002962689,33667008,7393851347,2300539,4435517328
10.003263879,23132623,4027142949,1394220,2242952782
11.003572216,29948839,5397054510,3506808,3440360333
12.003873578,31585336,6182747668,3196106,4062705270
13.004170786,24405750,5414152269,2593377,3331501054
14.004515301,15733615,3384796395,2150140,2213617393
15.004767806,36647879,8604494400,1268912,6075762179
16.005099177,37499329,7348073758,1841020,5338969509
17.005413051,38351576,7042008225,2872246,5018718075
18.005838023,23541526,4118325343,1560993,3275700441
19.006259535,1554790,292914589,365118,138099328
20.006491079,126282523,21039228336,16755877,16767145633
21.006699965,227573766,24944386162,34634957,20810422080
22.007493607,189707853,24204695817,43943404,20538279845
23.00773329,179041278,23757734326,32859201,20221791791
24.007959154,139760923,24057627449,30715483,17562035302
25.008174649,161293941,26050217101,35223506,16228292697
26.008399438,194676641,23608429179,8082604,24185924903
27.008607695,68059455,21414245220,9371378,31603338569
28.008830965,37102184,20314126067,6783916,35897197247
29.009048036,41001872,20302684472,8808270,33435124562
30.009261767,43909383,20781838676,7625064,35130947520
31.009489637,69072203,22881944412,26006241,31809757488
32.009727525,79360118,20844859641,36803727,27450069339
33.009946423,69824540,22470863251,28958605,27673803998
34.010194159,48108534,12169003528,7113717,9575308987
35.010455878,78985567,16449956855,6730885,11896479919
36.010692358,105110777,18054370992,19290103,13184963318
37.010902331,132279649,22302986995,18724774,16535034145
38.011103184,121345221,22253623694,26997793,18855076482
39.011327596,102641992,21413344950,18888246,21358385618
40.011567872,47989714,20159823181,15811312,21939757488
41.2938785,17312157,15091091901,3374672,20048402641
42.294181862,16214185,9407504930,3190099,11097717074
43.294468297,14765782,7102158248,2390046,8782232703
44.294698215,66236208,15080489193,5403019,11348033401
45.294976826,53426116,14770059400,5659616,15008625176
46.295228504,16130358,8700210705,2783274,12309344737
47.295476804,15674903,8518890735,2892518,12330143156
48.295763017,15269393,8296782342,2609759,12352645519
