time,LLC-loads,stalled-cycles-frontend,LLC-load-misses,instructions
1.000232869,20844959,6093999042,945124,4104998150
2.00051685,57296374,10750622732,3018961,8341282420
3.000955356,41692262,6269945648,2201732,4587482234
4.001369119,865884,178142696,216139,44259974
5.001746833,48730250,7624392275,4562811,5982565810
6.00201804,35379104,6772587858,1939286,4282922670
7.002350366,32408292,7211582119,2454727,4826392836
8.002602148,40426297,4663753166,1066432,5185079354
9.002964703,33474842,7152701296,2070171,4178821683
10.003292357,18964841,3982198507,2121399,2418978338
11.00352675,29356942,6299280350,3543660,4192991605
12.003939868,24951897,5864536907,2657027,3622989211
13.004260302,13095169,3207863435,1466743,1988788096
14.004533687,40863446,9141261465,1526779,6554086119
15.004814939,32766054,6768359730,2400503,4596498952
16.005096747,34446737,7961621676,2305339,5531798664
17.005564439,18962569,2304559154,1186762,2086750838
18.005802766,14345054,3337263386,1582347,2338479509
19.006020027,171801018,24155597252,15613576,19981388078
20.006252146,241350929,24673422368,43777991,23049314421
21.006488308,202800704,24694324727,36161059,20670540644
22.006714617,132187341,21969231109,18214449,17887603952
23.006943225,143793234,24424039615,26551644,18112919935
24.007160245,241302521,24531278367,9713426,18689909142
25.007369845,91122922,21362550296,11401339,24756325327
26.00758219,66107327,21120233939,8115689,27363891097
27.007809507,43021080,20310641147,5994518,27081704161
28.008035906,51594147,21675576397,7182993,30999862693
29.008573765,60004966,21453281663,11391740,29759576215
30.008786789,92430998,21981820136,28656776,33499912162
31.009016779,102034252,22446480819,36955930,33803379831
32.009237651,67963470,22057420943,32418023,29929640873
33.00945437,45418695,20933511321,19154528,28907620802
34.009842824,42296751,20321072528,8096001,28765320793
35.010056381,48617257,20899621373,12374690,29052852443
36.010274036,60652130,22971858300,26175126,32017087932
37.010480225,67057986,23736993090,29749564,30552753806
38.010701031,46295595,22108712625,16135027,31229582030
39.010912121,30892155,21939734238,8265722,33892156196
40.011208981,34292414,18964905890,8820470,27388017584
41.747922788,83082900,20847854841,9171971,20703512811
42.748139373,151565501,22657194373,18836492,18418524622
43.748360893,171465086,24004428760,25266570,20172036440
44.748582367,181929278,24516006041,27604724,20675719177
45.748810906,177955728,23721235891,22122064,19760499752
47.233298202,218753642,34158766007,23843095,31593422679
48.233533108,81084657,22192971131,15828761,24411044120
49.233766796,76574096,21729474008,7010503,25481166993
50.235011338,47325584,20722283116,8186190,26974014038
51.235244544,59856339,21748106279,12095366,28155734559
52.235462503,68759791,22335018050,20386235,31196144272
53.235695477,63825960,20862855488,23726272,28916194357
54.235927704,65199441,22468817253,22191617,28900945482
55.236172165,42922935,19171505079,15089455,24805945690
56.236413784,39733418,16723179771,10043299,22853503507
57.23663967,40379591,16009157632,10865540,23314995279
58.236852339,50564198,17800238928,22195081,25394465598
59.237068554,48480534,21200709647,20112130,27055608967
60.237302801,39357099,20413456949,10840744,28924708328
61.237856899,29367941,19360265282,10136783,29213917327
62.238066234,51296702,17139296228,9738805,20062781442
63.23828218,123783213,22927118418,13951076,23185563987
64.238502554,162765810,23725790006,26922944,23447086487
65.238715965,149285561,22904364696,21678155,18763382991
66.238932645,147641249,23949479733,23207273,18149855439
67.239158506,196667035,24370037669,17050169,20314169509
68.239368503,94753321,21176425587,11273208,21222091224
69.239613077,66339731,19325406333,17028317,23302850666
70.239836393,35612761,16756005563,4622400,22319228928
71.240056603,35333880,15416848236,5169171,19971394481
72.240284279,53910053,20450807717,11881797,25794917998
73.24048324,61286497,21322911621,18012619,26578266605
74.240694553,73143561,21411365204,24851900,26301531659
75.240942725,43111889,16560906180,14523438,21110329069
76.241185708,27746979,15520064227,9714632,21983991375
77.241410572,38299375,15870229736,8866356,22261916857
78.241655294,45878862,16530009013,16063665,22541381371
79.241864277,40635563,16831027589,16337256,22418451535
80.242090369,28895258,17345645414,10275830,23286670930
81.242339717,25460989,13401672262,5457539,21245618649
82.242592426,25742998,12339035939,6809121,17288166642
83.242795881,64974225,14668923295,8015000,12761193137
84.243008991,122981578,23318304647,13512143,24518025653
85.243246539,159384452,23776336206,23980776,21627936947
86.243463628,145163989,22813133377,19062765,17772782208
87.243675246,120775857,22307320741,12231590,16835925014
88.243892325,88342216,21099648052,10186998,19577710883
89.244121316,50570028,19203869319,6557111,22020505986
90.244349458,35347430,17058912441,4792608,21901415236
91.244604978,38371967,17217765138,6865702,22316806892
92.244839934,57226029,21932264366,13852098,26821883541
93.245099086,70910325,22908695475,22126850,27829628775
94.245343351,52163607,19125241362,20597944,23957299369
95.245538597,40111157,16615096364,13596461,22085797266
96.24577046,32524731,16371650095,7422476,21609487813
97.246026261,37640696,15878255519,10296630,21981340060
98.246286779,45877814,16563041435,18104330,22206250702
99.246490376,40637707,17210872407,15573557,22242279670
100.24670759,25926304,16467824111,7802304,23990753722
101.246948248,20360598,12851975911,6086189,18360840815
102.247177248,20055546,9893570160,4616736,13871198150
103.247413783,61032550,13377316914,9137885,10091423122
104.247618536,113424296,20636794479,10731349,15597505171
105.24784249,157466951,23652533127,29808413,18767292634
106.248058256,113948100,22618562433,14859960,18878815379
107.248278116,103047524,20157861533,12693801,15736994588
108.248600079,94312149,19590504552,12495925,18539255136
109.248849877,52395863,17454615031,8934240,19634467353
110.24912226,26516739,12501906438,3641824,17059336388
111.249383217,27232177,11690825229,5120102,15657575300
113.071435361,35789896,16924566356,5494247,21050836831
114.071692527,58863507,19174430450,15288547,22219964565
115.071982177,38486430,12116269955,15929843,16786697352
116.072263803,31445596,13681969279,14015476,16294961896
117.072530353,20261425,8768010945,2786035,11484614943
118.072802236,18730377,7828124083,2617307,11267328073
119.073054502,34188135,13002872720,8382322,16717778388
120.073306607,39438175,13089912896,16705816,17309200821
121.073533915,26766520,13106476123,10761435,17177013738
122.07375669,24133505,13470757585,4606836,18923511706
123.074006168,16700333,10585604988,4395095,16021801478
124.074458188,11545892,4799465489,2995187,5691309651
125.074686544,74069978,21033555550,10994397,23960188723
126.074905656,115079193,21916941470,13489395,21358548486
127.075146296,122857251,20402736303,14677326,15868720666
128.075372373,97755550,18465364213,11378923,13044594652
129.075580118,95168050,18192597332,12010614,14439539696
130.075783705,49133929,15844478309,6424020,17385011148
131.07604103,27653598,11095100399,3852828,14392613818
132.076294685,25168557,12364804733,4237232,16661409793
133.076561709,36604373,14210883906,6491725,18368488763
134.076777125,60073351,17690217335,13914635,21931354669
135.07702217,47405367,16277056480,17104402,19990817353
136.077260302,31171051,13274430516,13989586,16514675960
137.077536301,24293355,11769025496,5503589,15416098958
138.077805009,24677730,12007426374,4032005,16898968890
139.078088233,35404963,12209731565,11994067,17061336498
140.078371226,35617259,13312817184,14647649,16913242573
141.078626415,23149552,14082013637,7605636,18104724150
142.078902557,13257608,11957747037,4381870,18742991323
143.079225949,14705196,8637462950,3946209,12107483274
144.079422461,40538514,9924898284,4826940,7008486315
145.079667345,82983000,14173517644,9363442,11030016740
146.079890653,110666790,20843863546,14187906,15182230394
147.080120284,117523416,20932535217,12431194,15335099802
148.080391048,84216593,16375218239,11586345,13268833486
149.080646539,73211170,15447616575,27639492,14176749765
150.080907441,58945964,15823462841,5915739,16923260984
151.081144488,28633134,12924570500,3897941,16408133485
152.081394952,40513556,15889826736,7643300,19631600938
153.081629542,50399102,18028673637,12328661,21466275274
154.081861187,38936301,15535136537,13056434,19252393725
155.082099606,38423701,16173412556,11640917,19670155783
156.082329803,32058936,13017811997,7430216,16582446473
157.082586251,27967670,11820797309,8748549,16063553637
158.082823933,30379949,12090368067,10971737,16953575509
159.083046969,29649165,13515749989,9595723,17336917369
160.083272726,26490067,12340546157,7513377,18111828898
161.083543626,46525520,11578983266,22830738,15169614733
162.083816922,19782199,8403641520,5938296,9745669182
163.084063128,31974603,10708909669,4633048,10709883433
164.084338295,84246264,17023078587,7938774,13346876935
165.084559391,95632614,22093263863,15055236,24146574794
166.084806393,88482714,21142154191,7934896,20699003428
167.085006678,115026684,20375443835,17731041,16537836041
168.085198345,71219927,16839689579,18768350,16182904837
169.085467241,39488021,15245170045,14866096,17014197659
170.085732949,15480853,11991796967,2895642,16293892173
171.085949735,69442566,17200357520,29558299,20285126548
172.086203557,38836083,16624634846,12560259,22031809059
173.086464122,32729102,13219998838,14815604,17975861633
174.086742351,29452616,13415605191,9452976,17584306321
175.087016305,16317178,11257715888,4111168,17051745835
176.087291537,21449015,8469358502,4892599,12450308557
177.087563085,16343145,9635162535,5978985,13038463708
178.087883609,22577497,6945103648,9827083,9639854070
179.08827875,10788838,5092607075,3602940,6607940847
180.088497872,66838879,16726455182,9886866,15225542432
181.08873259,161897301,24304147287,21727514,19543481607
182.088950489,182794724,23818309057,18994769,22884338123
183.089179271,112528944,22799776904,19384651,24597107518
184.089392938,68280379,21839639759,19582124,26784938879
185.089609382,29937073,20695279134,6376308,28091184923
186.089822147,41332524,20061438604,13247848,27099899849
187.090024404,39810957,21002344035,12407944,29631155024
188.090250033,44630336,20733130579,13916650,28932012936
189.090462343,45596710,18202070580,12162745,25290555701
190.090702149,30660867,19763654920,7047848,28324307449
