time,cache-references,mem-loads,cache-misses,mem-stores,instructions
1.00024442,45006222,0,3293790,548547001,3990883335
2.000575703,83980157,0,7071038,1076438896,8413626767
3.001009637,60416138,0,3466193,581289116,4546395838
4.001541201,1843441,0,378580,8926698,53316983
5.001860132,69958096,0,6654393,743844600,5984788343
6.002165631,59694146,0,2677907,638621341,4610244541
7.002525208,56177169,0,3337143,619296166,4668307841
8.005941176,48984564,0,2259469,471432692,5328493512
9.006237832,55393612,0,2451788,590121258,4101575971
10.006573885,50178771,0,4112301,424000467,3187861223
11.00688796,55882250,0,5097752,500077632,3953221249
12.00722985,46441459,0,4829228,514648977,3903848113
13.007715187,34089268,0,2523691,329557963,2457320795
14.008034485,47900476,0,4087512,555716486,4058097987
15.008348322,76762487,0,5877512,857025147,6743664981
16.00868804,63405443,0,5590371,668399181,5047138544
17.009061106,48433244,0,4051564,561335754,4394931589
18.009578863,4389354,0,715793,30941420,246887643
19.009849472,161849829,0,17405439,1462302753,10810153270
20.010103953,327242696,0,36681993,2677799685,20434912451
21.010360727,331076871,0,65505784,2617268254,21907229896
22.010588573,322568667,0,49271886,2746688385,21490575360
23.010821574,278616716,0,30137683,2412179828,18796101707
24.01105861,256229987,0,61126963,1911460632,15604660719
25.011301127,402231188,0,13505735,2719866232,21101665779
26.011553772,152322197,0,10824723,3612461796,32366409017
27.011803435,61816889,0,5232007,3499509974,32148117871
28.01204256,71491146,0,6482766,3393099073,31090762772
29.012313928,91705091,0,6795622,3663914568,33353033556
30.012572787,75325872,0,17262014,3062696077,32915022795
31.012830849,90313465,0,34820483,2211218897,30865340771
32.013093637,91972554,0,32494630,3278178496,27798834704
33.013348299,130447053,0,21536869,2551339307,17838183284
34.013593986,184292990,0,21398634,1927258368,15269510981
35.013862881,135095607,0,16360230,1581079753,12239379901
36.014130956,197961255,0,37544820,1813626748,14342535061
37.014386815,252271327,0,23340282,2623285239,21420580979
38.014650773,140568334,0,23854607,2494198014,21878121199
39.014883683,72732790,0,17249802,2667803573,22982572985
40.015147228,35828389,0,7035754,2412487544,18145241920
41.01545899,24073061,0,4768881,1793781595,11750018942
42.015678028,68416826,0,5732234,1461670743,10657527339
43.015934325,99809291,0,8619023,1659242718,12949826830
44.016227993,50381696,0,5981942,1845101257,13849721956
45.016523944,28228472,0,3802877,1753477453,12790472161
46.016809047,24787833,0,3554004,1738403319,12653324609
47.017091104,24607840,0,3097692,1741681178,12649807528
48.017350536,26604671,0,3127639,1708779246,12380081545
49.017842919,23321909,0,3319583,585618438,4143512332
50.018298498,3077619,0,482820,21116855,142223739
51.019456907,27708984,0,2400679,212003321,1480469008
52.020582151,1725025,0,364816,4748943,28828270
53.021590559,1058723,0,187973,1578341,9738099
54.022515627,1064365,0,168356,1643755,10137516
55.023640751,3092022,0,649604,16837258,113574855
56.023996958,17721804,0,2727067,162198243,1173028348
57.024348027,62493913,0,3594479,808140719,6037051189
58.024661415,66097395,0,5527700,666638714,5229305131
59.024939618,61713357,0,5346123,675705941,5025939790
60.025307715,15644951,0,1425493,202115976,1458831303
61.025572757,6705326,0,835353,47367727,350356705
62.02581016,256633420,0,26726884,2420933390,17579096926
63.026043096,357629439,0,54969164,2653886279,21792283154
64.026298921,322853325,0,54129562,2607919114,20725184760
65.026543151,261866330,0,34706420,2429110641,18850923224
66.026795767,258133226,0,56276244,2075544353,16833243740
67.027040904,317897516,0,28542334,2123029575,15603373130
68.027305231,369476175,0,15028069,2833165375,22332317784
69.027548351,135422273,0,13593492,3300792341,28308143394
70.027812021,80993428,0,7672393,3562255345,30751039895
71.028049385,83577307,0,6389397,3501233095,30119721056
72.028274821,94224493,0,6730666,3491943622,29956398760
73.028518116,75594285,0,6768101,3307179811,28639165031
74.028770604,62695414,0,20484336,2727049110,36127247277
75.029017706,63322320,0,17832118,2843458640,33282911698
76.029288561,72610495,0,15010405,3127293362,19266516551
77.030998128,213198698,0,16687681,2107413766,15303120911
78.031226397,319472031,0,53953347,2598692927,21006904101
79.031461207,339199202,0,48424206,2762122333,21448496867
80.031704307,299177450,0,40124814,2527720380,19941802525
