time,dTLB-load-misses,iTLB-load-misses,dTLB-store-misses,iTLB-loads,instructions
1.000270304,2543698,816522,330751,1702515,3937031503
2.000589122,6642368,923406,830778,2879766,8300007753
3.000971102,4926717,783863,420522,1354769,4661288068
4.001379064,213412,56303,35095,44788,185865542
5.001693308,6047918,827435,524603,1365044,6113821321
6.001981702,6548827,964283,536785,2473342,4705177462
7.002298035,5416625,1295853,533212,2393386,4560595674
8.002570944,5091433,429460,204485,691655,5571452854
9.002906848,6100649,716937,557131,2321310,3868382250
10.003202087,4488113,1077357,409923,1186859,3242962986
11.003491292,4224752,1020881,348227,1266784,4146441596
12.003935909,2982999,689877,267229,1190533,2309520403
13.004301975,2734702,772763,338034,1380927,3258077584
14.004614198,5542199,1048672,619119,2741603,6829471559
15.004932555,3965910,1237573,360408,2198663,4505218280
16.005379532,4993884,1188450,438335,2372735,5641874487
17.00664299,288241,72597,32964,49821,175092378
18.00690128,6120484,3652615,773140,5128749,7693932561
19.007143316,19553957,8485197,2210690,15184035,20003308380
20.007398154,23178865,6167527,2278189,11199403,23126613905
21.007637928,22810563,6905315,2226540,14829825,21641395912
22.007881684,17179637,6407151,1794414,10376825,18322154200
23.008115431,21470155,6563313,1880686,9908058,17995759099
24.008358992,28045685,5501388,2185842,11827247,21524389517
25.008600016,6195737,1323293,1040263,3043370,25922673261
26.00886012,4756892,1029391,497343,3749579,31261676746
27.009113951,2775619,423223,485267,2400309,31143340963
28.009374745,4640868,1042215,636030,3952844,28933856952
29.009605812,16840636,1110033,1559490,3506177,33168620539
30.009842304,27606064,452954,2158224,1626606,36532954894
31.010088314,10793193,551120,470718,2491365,31883545080
32.010306738,12776403,792319,1040895,3145680,30279981099
33.010531992,2819379,389527,368030,2253965,31873857246
34.010762646,3197794,667433,527311,3234672,31795923941
35.011009101,4317064,229464,100619,901284,31385511900
36.011260532,6994356,154620,343219,104767,32148091225
37.011504211,14368318,2433085,1318769,5919500,28337161378
38.011734656,7207675,794287,887725,766080,32562634628
39.011972995,6102082,427539,837552,249216,34705904710
40.012206503,10555659,4017377,1525797,6180325,16974263040
41.012437077,22173393,6398591,2255856,13822820,20161662330
42.012679327,23078727,7350999,2375770,12640494,21851324132
43.012926448,19670063,6763417,2037923,12527045,21216912468
44.013172973,18789801,7324012,1872430,11149564,18973570824
45.013417288,25362328,8760719,2045932,10703315,18127137541
46.013650795,19845886,4640844,1994377,8728954,22765040327
47.013900502,9234796,1883121,1104593,4548390,26550231220
48.014147079,3832238,630771,393112,2841974,30735165967
49.014403811,3566900,524951,847799,2205419,27197710898
50.014666445,4632659,1183835,671367,3589334,27727739867
51.014916491,16008642,904014,1412954,2849482,32364792790
52.015146556,24257470,588398,1439036,1770700,35073982872
53.015381907,13144092,532726,616136,2306871,32219821760
54.015600796,12927590,780359,1097720,2668145,30135395443
55.015854104,5028026,517832,585884,2154095,29672926760
56.016111992,3257629,599540,487175,2986265,31374563490
57.579524216,16347987,322318,218536,1149573,33114295391
58.579780759,8658989,372516,469169,962487,31649327063
59.580002816,14217777,1613671,1291061,6268451,29490214568
60.580239758,6941908,659677,761276,1738678,34547866181
61.580471902,8417310,903566,1018427,1783633,34036107857
62.580750177,9053116,1542107,1206586,3679839,12548679549
63.580983096,18681581,5854417,1997760,13903351,18784707669
64.581225918,23686341,7369113,2408879,16349459,22079216292
65.581468892,21294140,5742176,2188001,15955060,21161560311
66.581689987,16970187,6360537,1698459,14068261,20983095759
67.581915276,17268566,6181396,1695578,9983621,19585178709
68.582161254,24992591,5716514,1976846,15391959,19260929692
69.582405875,8305368,1428799,747632,7486183,23948131510
70.582677574,4325784,1161672,372045,6300487,26451375294
71.582954813,2504771,509913,615591,3677188,24071256678
72.583205363,3198882,1024167,327903,5638910,26222373166
73.583437427,12405596,1079766,1182169,8144784,30175152298
74.583686382,15666226,624956,1091172,7309257,32370407297
75.583891547,9259570,580659,352217,2321491,27049953533
76.584107781,9607856,644508,833038,2815000,26258461454
77.584347541,2205057,497544,262689,3965531,26971194323
78.584603304,2304724,565983,223487,4339217,26620729488
79.584850416,3908209,186292,68411,563031,27256302116
80.585116878,11044566,615598,809380,1662468,26637953495
81.585330309,10661886,1301597,908414,4360661,26782334343
82.585546436,4333362,326722,522222,560362,29335042782
83.585887744,5984461,801689,836927,1674182,22396667798
84.586164175,12092760,3014011,1327755,8234655,16712141345
85.586400211,19147641,5799747,1961123,10774625,21561302998
86.586666383,19233007,6053980,1966249,14142588,20515794174
87.586927788,17844980,5396644,1822115,11787807,19123189504
88.58716374,20434748,5048313,1704501,10494265,19601120042
89.58740889,12905526,2219337,1416333,5745276,20719956689
90.587677174,7684851,1060239,753932,3467384,26717807593
91.58792102,3353550,384039,469831,1580020,22780309075
92.588178572,4777992,580678,516396,2236911,22630835446
93.588427621,4115749,621272,397885,2379810,24507616756
94.588690459,6020976,357154,179835,1247764,22642096483
95.588961713,6461198,599068,393010,2250037,18322654056
96.589241564,4081708,364371,369132,1228594,16533186457
97.589514296,1823686,276054,250878,1238161,16924484114
98.58977672,2598138,376507,160747,1260415,17137394434
99.590060135,3567621,280006,143672,586806,17381255557
100.590327368,6045603,480576,448114,1504571,17341460820
101.590553052,3972082,482417,383238,1146488,18342306396
102.590874858,3085916,509173,395261,830443,16547918996
103.591382015,2169189,267034,326131,452450,5219354961
104.591667251,7431120,1663664,777930,4822247,8573008855
105.591903722,15360354,3910427,1600729,8598513,16133143757
106.592138191,13148555,3599684,1372534,7830686,14919314986
107.592405171,14404347,3386619,1236968,8084071,13722138070
108.592701323,9701544,1982579,839433,5345696,15239845516
109.593015553,5457322,982925,411057,3563380,17150764898
110.593247238,2113910,463556,211686,1851701,17330965065
111.593510167,2012478,459973,192190,1935787,17841907768
112.593749145,4847507,591873,437335,2127055,23438273933
113.594003961,2439142,353196,171429,1302062,20560343555
114.594289931,5294792,419923,373112,1718781,18572576262
115.594575385,3774278,338893,278740,1491960,17010847356
116.594819761,2240327,353387,222106,1463249,17287845515
117.595097186,2298135,174625,74852,705278,17177680047
119.72883433,4707780,386088,346566,842898,14728828273
120.729110348,5810900,4245102,528020,1126387,12689931915
121.729378391,4755123,406873,420241,1227712,18404658061
122.729688889,4733250,594215,488997,1302676,18402621482
123.729921686,9697227,1221949,1183152,3448913,26070397382
124.730195003,12329275,2654926,1255472,6627092,17250212010
125.730464733,15238044,3887775,1464651,9021399,14884256172
126.730733763,15488334,3689140,1421523,7085656,15653104254
127.731008249,13275185,2788837,1071029,7579180,13380229506
128.731269831,7558708,1395416,652006,4375077,15576094577
129.731529354,3821767,596278,298557,2456533,16859067364
130.73180379,1792160,434050,167947,1664219,16932638541
131.732038189,3718464,787235,386166,2697254,19823785870
132.732295168,3909082,473780,332057,1613405,21138282113
133.732540946,3982971,368798,355130,1477097,19419546465
134.732816893,4018993,544247,316875,1889479,19279334767
135.733105077,2776521,417504,243831,1510876,16237252153
136.733382942,2183147,326534,160865,1092303,16787395593
137.733671305,3001889,377100,140636,1117534,16861571708
138.73393997,4503682,265682,286836,987777,17148763000
139.734202684,4815308,374739,299736,969355,17686228421
140.734488886,5775997,966176,519982,2125448,18564007499
141.734835055,1832566,359605,284637,413360,10324995818
142.735084011,5851993,1051955,683990,2820619,11419554089
143.735311566,9352903,2235999,875778,5051404,10691711316
144.735542254,13146902,3274004,1377710,7610855,14881475713
145.735780109,13887317,3219258,1306025,7550099,14890092900
146.73609868,10948985,2431808,931062,5888509,13186181701
147.736391469,7690567,1346203,778554,4016992,14491878805
148.736709393,4511348,667047,393036,2939927,16696895327
149.737003954,2030751,516612,255932,2072900,16498374335
150.737274189,2157873,487555,202868,1979672,18484281636
151.737558157,3313291,420627,244258,1589561,22463484195
152.737792063,4784032,514792,270596,1959940,20484628291
153.738056874,3748518,272829,252848,1052971,18065986712
154.738339967,3547131,298084,387215,1220412,13589865998
155.738644054,1920126,451742,215288,1733122,16622273168
156.738925779,2882592,266487,148480,938096,16978568298
157.739222325,6428303,169494,211510,425942,15761392271
160.064222275,8286887,831620,634920,2556262,18903985265
161.064481729,2935330,314578,358825,403474,18846575287
162.064773502,2443959,233628,337443,432412,15311198533
163.065108656,2250100,503250,231841,905559,6700293223
164.065348804,7069784,947475,853484,3020197,18347568064
165.065611388,7162721,1062453,776549,2610130,12077893405
166.065862395,8589585,2144455,928299,4613370,10057462230
167.066098608,14932731,2809123,1439601,8074311,16439260437
168.066394933,10542159,1997802,1063608,5387231,17549994798
169.066668945,6729157,1109457,970752,2382513,15748327429
170.066904212,3161745,366987,330441,554497,14213229207
171.067132384,3238052,382828,357570,711902,17149460282
172.067430441,3501452,494596,426896,923599,19104208548
173.067736619,3591040,254724,415782,252632,18006169400
174.068018427,3798837,383635,432954,847799,16415202036
175.068245176,3422418,529246,482428,912344,17249558411
176.068572423,2021183,328186,189995,812068,8190204152
177.068911138,1133102,233107,123417,262189,7368756756
178.069152257,3711733,850418,377003,1360247,7637435863
179.069394539,13260343,4232565,1392888,7111708,18934018655
180.069623137,17917335,6793528,2796879,14763229,19245520660
181.069897512,14876759,3643890,3107415,15162093,25067104696
182.070139682,8803962,1507251,2256077,10233686,26738088252
183.070388731,7131587,836317,2333550,8716304,27382379357
184.070630621,7311813,735507,2092750,8739365,29743993372
185.070863755,5944663,362849,2165881,8302491,26627577551
186.071123763,6689019,389965,2085049,8118315,27703902534
187.071342214,8104318,593704,2043881,8574450,28183176590
188.071591352,6307824,301620,2025353,8087861,30407355313
189.071841869,6989556,437650,2129683,7975918,31526894929
190.072071671,6511759,518659,2134683,9536385,31924442679
191.072303477,7986859,898204,2139885,10220870,30266590434
192.072556104,9110862,1167284,2536501,10874736,29390576314
193.07280418,7224006,605717,2730801,10905807,30680530426
194.073054772,6683478,400131,2241984,9175143,28450085082
195.073300855,6518128,441527,2514028,9816863,31108698044
196.073562022,5811888,416872,2515215,8646128,27862663456
197.073841489,5949497,349078,2394876,9310915,27836877086
198.074074908,6318167,343104,2399920,10159129,29534775865
199.07435527,6218475,507452,2314053,10062559,29741330750
200.074598069,7618702,500077,2311849,9633373,27991591888
201.074859709,6361096,387801,2341936,10011504,30959897042
202.075127081,7241536,463365,2275289,9497479,23183201933
203.07537282,6457070,321413,2346859,8908934,27961637857
204.075617419,6033521,323664,2334940,8327067,28760452175
205.075847459,6250237,428187,2385149,9401296,29647859145
206.076093903,6920900,368543,2215935,9989866,29269359364
207.076390535,4185389,312523,1645391,6627450,20221974475
208.076699018,4138333,452870,1473966,6463986,16823370322
209.0769686,2333033,373390,826358,2455584,8136859245
210.984401713,13010613,2370707,2059811,6429308,17732590296
211.984679889,4812455,945373,999224,3830093,10246073465
212.98492269,10479981,2189215,1534952,6742703,16730294899
213.985184667,10672951,2092236,1433721,5957902,16286681569
214.985453316,5710754,1002264,964058,3275292,15014720885
215.985740816,5564264,374936,865450,2357230,14729208182
216.986026826,4830120,374735,816831,1714747,16168649915
217.986312987,5650378,459581,537759,958333,13111800435
218.986545311,3709726,169630,377586,395599,11894102718
219.986872531,3647301,168947,425528,384196,12398298941
220.987167211,4278423,581207,484575,850617,11651521716
221.987456156,5598156,1325923,871343,2983272,9547584700
222.987693246,8334855,1957200,1436920,6914924,13788820297
223.987981126,9789631,1727965,1720912,7336810,19224318594
224.988264834,3952887,783944,1116522,4172678,14142940671
225.988569421,4722325,473427,1075514,4094193,16248631231
226.988826634,3492544,195121,1143922,3441637,16183185170
227.989069289,3384636,349887,963737,3862913,15924397846
228.989330875,2854971,211379,954014,3572215,16625548288
229.989599366,3831751,338717,1029113,3613565,16438423252
230.989863616,3376628,320926,986370,3391988,15842301328
231.990112019,3175105,143049,965890,3281819,17441161640
232.990356184,4527378,664042,1110394,4159882,16691338479
233.990619113,5679533,932010,1626010,5916577,15785026304
234.990894883,3477176,304269,1550559,5360189,17129838239
235.991179951,2678737,136881,1431157,4929408,16876885203
236.991468901,3491496,177381,1437454,5630125,16979519034
237.991778573,3297393,122828,1452310,5693555,16944869467
238.992061669,2472489,118295,1459620,5709789,16877275209
239.992342497,2663571,159067,1453273,5857446,16854789134
240.992609204,2491608,113210,1423031,5506954,16900876302
241.992925704,2496698,122029,1433099,5397376,16918633977
